TransactionID;Date;StoreID;CustomerID;ProductID;Channel;PaymentMethod;Promotion;Quantity;UnitPrice;DiscountPct;GrossSales;TaxAmount;NetSales;UnitCost;ReturnFlag
2023-000601;09-25-2023;S1016;C00301;P2071;Marketplace;Financiamiento;Sin Promo;1;483.57;0.0;483.57;58.03;425.54;243.78;0
2023-000602;06-29-2023;S1012;C00243;P2112;Call Center;Financiamiento;Sin Promo;1;361.76;0.0;361.76;43.41;318.35;257.82;1
2023-000603;03-21-2023;S1044;C00619;P2138;Call Center;Tarjeta;Sin Promo;1;720.1;0.0;720.1;93.61;626.49;375.47;0
2023-000604;03-04-2023;S1044;C00097;P2068;Call Center;Efectivo;Cyber Week;1;209.44;0.15;209.44;27.23;182.21;122.46;0
2023-000605;02-19-2023;S1022;C00178;P2032;Web;Transferencia;Sin Promo;1;466.57;0.0;466.57;69.99;396.58;330.43;0
2023-000606;07-21-2023;S1033;C00626;P2072;Marketplace;Tarjeta;Cyber Week;2;574.39;0.05;1148.78;172.32;976.46;420.23;0
2023-000607;12-24-2023;S1002;C00629;P2117;Marketplace;Efectivo;Sin Promo;1;84.2;0.0;84.2;10.95;73.25;41.82;1
2023-000608;01-19-2023;S1024;C00573;P2091;Web;Efectivo;Sin Promo;1;541.5;0.0;541.5;81.22;460.28;397.11;0
2023-000609;03-16-2023;S1035;C00221;P2007;Marketplace;Transferencia;Cyber Week;3;190.83;0.1;572.49;85.87;486.62;162.45;1
2023-000610;04-01-2023;S1045;C00797;P2057;Call Center;Tarjeta;Cyber Week;4;377.82;0.1;1511.28;196.47;1314.81;314.68;0
2023-000611;08-08-2023;S1012;C00737;P2094;Web;Efectivo;2x1;1;560.63;0.2;560.63;67.28;493.35;392.99;0
2023-000612;02-20-2023;S1028;C00575;P2024;Web;Tarjeta;Black Friday;4;284.64;0.1;1138.56;170.78;967.78;197.91;0
2023-000613;12-28-2023;S1015;C00714;P2016;Tienda;Efectivo;Cyber Week;3;172.59;0.0;517.77;62.13;455.64;121.18;0
2023-000614;08-20-2023;S1015;C00704;P2086;Web;Efectivo;Black Friday;6;98.28;0.1;589.68;70.76;518.92;70.05;0
2023-000615;08-18-2023;S1044;C00312;P2088;Marketplace;Billetera Digital;Promo 10%;3;571.92;0.0;1715.76;223.05;1492.71;308.2;0
2023-000616;05-16-2023;S1002;C00307;P2121;Marketplace;Tarjeta;Promo 10%;1;355.11;0.15;355.11;46.16;308.95;207.12;0
2023-000617;08-07-2023;S1007;C00539;P2049;Web;Billetera Digital;Cyber Week;2;150.36;0.05;300.72;39.09;261.63;89.45;0
2023-000618;11-17-2023;S1040;C00639;P2065;Call Center;Transferencia;Black Friday;4;326.63;0.2;1306.52;169.85;1136.67;269.16;0
2023-000619;02-12-2023;S1002;C00158;P2117;Web;Billetera Digital;Cyber Week;1;67.36;0.2;67.36;8.76;58.6;41.82;1
2023-000620;03-11-2023;S1026;C00073;P2042;Web;Tarjeta;Cyber Week;1;401.39;0.0;401.39;60.21;341.18;233.31;0
2023-000621;09-10-2023;S1013;C00083;P2059;Web;Financiamiento;2x1;2;117.64;0.1;235.28;28.23;207.05;101.09;0
2023-000622;09-17-2023;S1024;C00512;P2035;Web;Transferencia;Sin Promo;1;906.6;0.0;906.6;135.99;770.61;418.3;0
2023-000623;11-09-2023;S1022;C00068;P2057;Web;Efectivo;Cyber Week;2;419.8;0.0;839.6;125.94;713.66;314.68;0
2023-000624;07-01-2023;S1004;C00044;P2045;Web;Efectivo;2x1;2;68.91;0.0;137.82;17.92;119.9;46.07;0
2023-000625;02-12-2023;S1031;C00655;P2042;Tienda;Financiamiento;Promo 10%;2;401.39;0.0;802.78;120.42;682.36;233.31;0
2023-000626;06-16-2023;S1006;C00050;P2025;Call Center;Tarjeta;Cyber Week;2;631.06;0.05;1262.12;164.08;1098.04;394.63;0
2023-000627;08-03-2023;S1032;C00294;P2143;Tienda;Tarjeta;Black Friday;2;175.44;0.0;350.88;52.63;298.25;101.86;0
2023-000628;01-01-2023;S1040;C00716;P2153;Web;Financiamiento;2x1;2;346.72;0.15;693.44;90.15;603.29;293.96;0
2023-000629;04-21-2023;S1042;C00159;P2089;Call Center;Efectivo;Promo 10%;1;662.89;0.1;662.89;86.18;576.71;351.93;0
2023-000630;10-26-2023;S1033;C00212;P2042;Tienda;Financiamiento;2x1;2;401.39;0.0;802.78;120.42;682.36;233.31;1
2023-000631;07-27-2023;S1036;C00599;P2144;Tienda;Transferencia;Promo 15%;6;258.88;0.05;1553.28;232.99;1320.29;177.43;0
2023-000632;09-27-2023;S1029;C00126;P2077;Marketplace;Tarjeta;Cyber Week;1;794.69;0.0;794.69;119.2;675.49;400.81;0
2023-000633;01-28-2023;S1025;C00337;P2089;Web;Transferencia;Sin Promo;1;699.71;0.05;699.71;104.96;594.75;351.93;1
2023-000634;12-30-2023;S1028;C00066;P2067;Tienda;Transferencia;Promo 15%;3;465.96;0.2;1397.88;209.68;1188.2;420.88;0
2023-000635;06-01-2023;S1040;C00446;P2026;Marketplace;Tarjeta;Promo 10%;3;413.93;0.1;1241.79;161.43;1080.36;230.43;0
2023-000636;04-19-2023;S1032;C00131;P2110;Marketplace;Tarjeta;Cyber Week;1;416.72;0.0;416.72;62.51;354.21;314.95;0
2023-000637;11-02-2023;S1010;C00305;P2070;Tienda;Financiamiento;2x1;3;553.31;0.1;1659.93;199.19;1460.74;281.04;0
2023-000638;10-25-2023;S1005;C00102;P2033;Tienda;Transferencia;Black Friday;3;72.32;0.1;216.96;28.2;188.76;61.26;0
2023-000639;04-18-2023;S1002;C00567;P2112;Tienda;Efectivo;Promo 10%;2;361.76;0.0;723.52;94.06;629.46;257.82;0
2023-000640;08-19-2023;S1003;C00676;P2112;Tienda;Tarjeta;2x1;1;289.41;0.2;289.41;37.62;251.79;257.82;0
2023-000641;08-13-2023;S1041;C00210;P2077;Tienda;Transferencia;Promo 10%;1;675.49;0.15;675.49;87.81;587.68;400.81;0
2023-000642;06-23-2023;S1042;C00575;P2150;Tienda;Transferencia;2x1;4;198.96;0.15;795.84;103.46;692.38;154.53;0
2023-000643;11-27-2023;S1018;C00499;P2133;Marketplace;Tarjeta;Cyber Week;4;47.33;0.1;189.32;22.72;166.6;38.56;0
2023-000644;05-07-2023;S1025;C00454;P2038;Tienda;Efectivo;2x1;1;139.95;0.0;139.95;20.99;118.96;104.22;0
2023-000645;05-30-2023;S1028;C00043;P2110;Marketplace;Financiamiento;2x1;2;333.38;0.2;666.76;100.01;566.75;314.95;0
2023-000646;04-15-2023;S1008;C00485;P2012;Web;Transferencia;Cyber Week;5;788.33;0.0;3941.65;512.41;3429.24;363.05;1
2023-000647;09-10-2023;S1001;C00020;P2127;Call Center;Tarjeta;Black Friday;1;732.66;0.0;732.66;95.25;637.41;361.43;0
2023-000648;03-29-2023;S1024;C00357;P2096;Tienda;Efectivo;2x1;2;636.0;0.0;1272.0;190.8;1081.2;369.96;0
2023-000649;02-15-2023;S1037;C00733;P2052;Web;Tarjeta;Black Friday;1;94.69;0.0;94.69;12.31;82.38;47.67;0
2023-000650;05-03-2023;S1008;C00672;P2046;Call Center;Tarjeta;Black Friday;4;290.06;0.2;1160.24;150.83;1009.41;192.92;1
2023-000651;11-11-2023;S1028;C00537;P2158;Call Center;Billetera Digital;Black Friday;2;542.39;0.0;1084.78;162.72;922.06;274.83;0
2023-000652;02-28-2023;S1034;C00709;P2048;Tienda;Financiamiento;2x1;1;288.14;0.1;288.14;43.22;244.92;183.57;0
2023-000653;06-09-2023;S1044;C00653;P2060;Marketplace;Efectivo;Black Friday;4;383.25;0.0;1533.0;199.29;1333.71;245.82;0
2023-000654;12-10-2023;S1029;C00088;P2012;Web;Efectivo;Cyber Week;3;748.91;0.05;2246.73;337.01;1909.72;363.05;0
2023-000655;08-27-2023;S1020;C00600;P2140;Tienda;Transferencia;Promo 15%;1;14.41;0.0;14.41;2.16;12.25;6.63;1
2023-000656;01-20-2023;S1006;C00093;P2043;Web;Billetera Digital;Cyber Week;3;313.61;0.0;940.83;122.31;818.52;244.5;0
2023-000657;07-31-2023;S1012;C00615;P2124;Web;Tarjeta;Cyber Week;3;428.12;0.1;1284.36;154.12;1130.24;351.18;0
2023-000658;10-28-2023;S1028;C00698;P2132;Call Center;Transferencia;Black Friday;1;289.45;0.1;289.45;43.42;246.03;220.13;0
2023-000659;04-22-2023;S1024;C00695;P2015;Marketplace;Transferencia;Promo 10%;2;165.08;0.05;330.16;49.52;280.64;122.14;0
2023-000660;02-02-2023;S1001;C00325;P2028;Marketplace;Billetera Digital;2x1;1;598.19;0.0;598.19;77.76;520.43;344.08;0
2023-000661;02-13-2023;S1026;C00170;P2071;Web;Efectivo;Cyber Week;1;483.57;0.0;483.57;72.54;411.03;243.78;1
2023-000662;08-14-2023;S1023;C00428;P2079;Tienda;Billetera Digital;Sin Promo;1;212.15;0.15;212.15;31.82;180.33;156.92;0
2023-000663;06-18-2023;S1040;C00022;P2159;Call Center;Billetera Digital;Promo 15%;1;512.7;0.2;512.7;66.65;446.05;434.27;0
2023-000664;07-20-2023;S1031;C00056;P2081;Web;Transferencia;Promo 10%;1;339.41;0.15;339.41;50.91;288.5;192.91;1
2023-000665;10-21-2023;S1009;C00156;P2118;Web;Financiamiento;Black Friday;1;65.15;0.0;65.15;8.47;56.68;45.65;0
2023-000666;03-22-2023;S1024;C00753;P2156;Tienda;Transferencia;Sin Promo;1;69.22;0.15;69.22;10.38;58.84;55.02;0
2023-000667;02-27-2023;S1012;C00161;P2037;Tienda;Billetera Digital;Black Friday;2;530.23;0.15;1060.46;127.26;933.2;405.23;0
2023-000668;01-23-2023;S1012;C00121;P2031;Marketplace;Billetera Digital;Black Friday;1;193.42;0.05;193.42;23.21;170.21;111.43;0
2023-000669;09-15-2023;S1018;C00795;P2085;Marketplace;Financiamiento;Promo 15%;3;31.02;0.0;93.06;11.17;81.89;20.07;0
2023-000670;03-08-2023;S1020;C00557;P2068;Marketplace;Transferencia;Cyber Week;1;197.12;0.2;197.12;29.57;167.55;122.46;1
2023-000671;01-22-2023;S1026;C00306;P2156;Marketplace;Transferencia;Sin Promo;2;69.22;0.15;138.44;20.77;117.67;55.02;1
2023-000672;04-30-2023;S1041;C00595;P2099;Web;Transferencia;2x1;2;294.57;0.0;589.14;76.59;512.55;231.19;0
2023-000673;11-05-2023;S1004;C00311;P2048;Marketplace;Billetera Digital;Black Friday;2;320.16;0.0;640.32;83.24;557.08;183.57;0
2023-000674;01-23-2023;S1020;C00615;P2015;Marketplace;Efectivo;Promo 10%;2;165.08;0.05;330.16;49.52;280.64;122.14;1
2023-000675;10-12-2023;S1035;C00258;P2092;Web;Tarjeta;2x1;4;802.49;0.0;3209.96;481.49;2728.47;416.32;0
2023-000676;08-27-2023;S1042;C00325;P2091;Tienda;Transferencia;Cyber Week;3;541.5;0.0;1624.5;211.19;1413.31;397.11;0
2023-000677;12-23-2023;S1029;C00155;P2013;Tienda;Transferencia;Sin Promo;2;200.2;0.0;400.4;60.06;340.34;98.1;0
2023-000678;12-30-2023;S1031;C00705;P2037;Marketplace;Transferencia;Sin Promo;3;623.8;0.0;1871.4;280.71;1590.69;405.23;0
2023-000679;11-07-2023;S1021;C00181;P2150;Marketplace;Transferencia;Promo 15%;1;198.96;0.15;198.96;29.84;169.12;154.53;0
2023-000680;09-18-2023;S1044;C00300;P2160;Tienda;Transferencia;Cyber Week;1;771.61;0.05;771.61;100.31;671.3;418.28;0
2023-000681;12-29-2023;S1008;C00459;P2133;Tienda;Financiamiento;Promo 15%;1;52.59;0.0;52.59;6.84;45.75;38.56;0
2023-000682;09-27-2023;S1033;C00325;P2069;Marketplace;Tarjeta;Cyber Week;1;191.55;0.0;191.55;28.73;162.82;145.02;1
2023-000683;01-29-2023;S1034;C00773;P2032;Call Center;Transferencia;Promo 15%;2;443.24;0.05;886.48;132.97;753.51;330.43;0
2023-000684;01-18-2023;S1013;C00312;P2120;Marketplace;Financiamiento;Cyber Week;1;169.57;0.15;169.57;20.35;149.22;113.2;1
2023-000685;07-16-2023;S1030;C00036;P2079;Call Center;Efectivo;Promo 10%;2;237.11;0.05;474.22;71.13;403.09;156.92;0
2023-000686;02-04-2023;S1023;C00376;P2116;Call Center;Transferencia;Sin Promo;1;743.9;0.0;743.9;111.58;632.32;358.01;0
2023-000687;02-17-2023;S1024;C00286;P2117;Marketplace;Financiamiento;2x1;3;84.2;0.0;252.6;37.89;214.71;41.82;1
2023-000688;02-02-2023;S1039;C00101;P2078;Web;Transferencia;Cyber Week;1;132.53;0.2;132.53;17.23;115.3;125.47;0
2023-000689;08-02-2023;S1031;C00360;P2119;Call Center;Billetera Digital;Promo 10%;2;763.08;0.0;1526.16;228.92;1297.24;363.73;1
2023-000690;08-19-2023;S1015;C00334;P2097;Web;Tarjeta;2x1;3;495.07;0.05;1485.21;178.23;1306.98;298.37;0
2023-000691;05-14-2023;S1018;C00436;P2149;Marketplace;Tarjeta;Black Friday;1;213.57;0.05;213.57;25.63;187.94;173.08;0
2023-000692;06-06-2023;S1033;C00184;P2091;Tienda;Billetera Digital;Promo 10%;4;541.5;0.0;2166.0;324.9;1841.1;397.11;0
2023-000693;07-31-2023;S1025;C00794;P2007;Marketplace;Billetera Digital;Cyber Week;3;169.62;0.2;508.86;76.33;432.53;162.45;0
2023-000694;03-06-2023;S1024;C00773;P2120;Call Center;Financiamiento;2x1;2;169.57;0.15;339.14;50.87;288.27;113.2;0
2023-000695;06-18-2023;S1001;C00563;P2098;Marketplace;Financiamiento;Sin Promo;1;645.08;0.0;645.08;83.86;561.22;389.5;0
2023-000696;06-26-2023;S1018;C00551;P2042;Marketplace;Tarjeta;Promo 10%;4;381.32;0.05;1525.28;183.03;1342.25;233.31;0
2023-000697;11-28-2023;S1010;C00795;P2073;Call Center;Transferencia;Promo 10%;1;164.56;0.0;164.56;19.75;144.81;131.1;0
2023-000698;04-25-2023;S1040;C00496;P2113;Web;Financiamiento;Promo 15%;2;282.77;0.05;565.54;73.52;492.02;139.53;0
2023-000699;06-24-2023;S1005;C00436;P2042;Marketplace;Billetera Digital;Cyber Week;1;321.11;0.2;321.11;41.74;279.37;233.31;0
2023-000700;10-21-2023;S1029;C00698;P2109;Marketplace;Transferencia;Promo 10%;2;208.28;0.0;416.56;62.48;354.08;141.94;0
2023-000701;12-03-2023;S1011;C00188;P2055;Web;Tarjeta;Black Friday;2;140.77;0.0;281.54;33.78;247.76;77.43;0
2023-000702;08-13-2023;S1010;C00564;P2093;Call Center;Financiamiento;Promo 15%;1;147.96;0.0;147.96;17.76;130.2;75.0;0
2023-000703;12-29-2023;S1007;C00525;P2155;Tienda;Tarjeta;Black Friday;2;125.86;0.2;251.72;32.72;219.0;71.96;1
2023-000704;12-02-2023;S1019;C00525;P2044;Web;Financiamiento;Sin Promo;1;385.97;0.15;385.97;57.9;328.07;214.81;0
2023-000705;05-03-2023;S1012;C00411;P2092;Web;Billetera Digital;2x1;2;682.12;0.15;1364.24;163.71;1200.53;416.32;0
2023-000706;06-30-2023;S1024;C00698;P2017;Marketplace;Efectivo;Sin Promo;1;238.25;0.15;238.25;35.74;202.51;182.13;0
2023-000707;10-26-2023;S1028;C00484;P2037;Web;Billetera Digital;Promo 15%;2;592.61;0.05;1185.22;177.78;1007.44;405.23;0
2023-000708;05-19-2023;S1039;C00297;P2008;Web;Billetera Digital;Promo 15%;3;874.23;0.0;2622.69;340.95;2281.74;421.75;0
2023-000709;01-04-2023;S1015;C00323;P2154;Call Center;Billetera Digital;Cyber Week;2;659.89;0.1;1319.78;158.37;1161.41;427.53;0
2023-000710;11-22-2023;S1044;C00102;P2097;Call Center;Financiamiento;Promo 10%;1;442.96;0.15;442.96;57.58;385.38;298.37;0
2023-000711;12-03-2023;S1025;C00314;P2040;Call Center;Financiamiento;Sin Promo;2;59.49;0.0;118.98;17.85;101.13;35.66;0
2023-000712;06-29-2023;S1012;C00774;P2042;Call Center;Billetera Digital;Sin Promo;2;401.39;0.0;802.78;96.33;706.45;233.31;0
2023-000713;07-28-2023;S1021;C00611;P2018;Web;Tarjeta;Cyber Week;3;372.27;0.05;1116.81;167.52;949.29;224.11;0
2023-000714;04-19-2023;S1017;C00338;P2125;Tienda;Efectivo;Cyber Week;5;275.72;0.2;1378.6;165.43;1213.17;235.01;0
2023-000715;09-11-2023;S1039;C00420;P2120;Web;Tarjeta;Black Friday;1;199.5;0.0;199.5;25.94;173.56;113.2;1
2023-000716;03-02-2023;S1040;C00596;P2071;Tienda;Financiamiento;Promo 10%;2;386.86;0.2;773.72;100.58;673.14;243.78;0
2023-000717;12-12-2023;S1043;C00420;P2028;Call Center;Financiamiento;2x1;2;538.37;0.1;1076.74;139.98;936.76;344.08;0
2023-000718;02-08-2023;S1001;C00098;P2020;Call Center;Billetera Digital;Cyber Week;1;49.36;0.0;49.36;6.42;42.94;32.33;1
2023-000719;04-03-2023;S1027;C00203;P2145;Call Center;Financiamiento;Sin Promo;1;112.11;0.05;112.11;16.82;95.29;77.61;1
2023-000720;08-22-2023;S1015;C00129;P2040;Tienda;Transferencia;Black Friday;1;56.52;0.05;56.52;6.78;49.74;35.66;1
2023-000721;10-20-2023;S1005;C00230;P2111;Marketplace;Financiamiento;Black Friday;2;292.12;0.0;584.24;75.95;508.29;191.52;0
2023-000722;12-21-2023;S1039;C00658;P2102;Web;Billetera Digital;Black Friday;1;500.87;0.0;500.87;65.11;435.76;270.07;0
2023-000723;01-14-2023;S1022;C00756;P2061;Tienda;Efectivo;2x1;1;34.14;0.2;34.14;5.12;29.02;26.36;0
2023-000724;05-09-2023;S1018;C00510;P2073;Call Center;Tarjeta;Sin Promo;1;164.56;0.0;164.56;19.75;144.81;131.1;0
2023-000725;06-11-2023;S1032;C00220;P2040;Web;Tarjeta;Black Friday;6;47.59;0.2;285.54;42.83;242.71;35.66;0
2023-000726;10-17-2023;S1016;C00185;P2063;Tienda;Financiamiento;Sin Promo;1;70.41;0.0;70.41;8.45;61.96;34.56;0
2023-000727;08-22-2023;S1028;C00455;P2119;Web;Tarjeta;Promo 10%;2;648.62;0.15;1297.24;194.59;1102.65;363.73;0
2023-000728;07-20-2023;S1043;C00292;P2048;Web;Efectivo;2x1;1;288.14;0.1;288.14;37.46;250.68;183.57;0
2023-000729;03-24-2023;S1018;C00002;P2027;Web;Transferencia;Promo 10%;1;331.73;0.0;331.73;39.81;291.92;230.42;0
2023-000730;12-22-2023;S1025;C00703;P2157;Tienda;Tarjeta;Promo 10%;3;223.38;0.0;670.14;100.52;569.62;118.28;0
2023-000731;06-03-2023;S1004;C00197;P2121;Tienda;Transferencia;Black Friday;2;334.22;0.2;668.44;86.9;581.54;207.12;0
2023-000732;12-09-2023;S1034;C00677;P2148;Call Center;Financiamiento;Sin Promo;1;607.33;0.1;607.33;91.1;516.23;390.62;0
2023-000733;02-18-2023;S1022;C00008;P2128;Web;Transferencia;Black Friday;1;529.52;0.05;529.52;79.43;450.09;269.57;0
2023-000734;04-06-2023;S1012;C00176;P2146;Web;Transferencia;Promo 15%;1;311.26;0.0;311.26;37.35;273.91;242.22;0
2023-000735;07-18-2023;S1010;C00572;P2104;Call Center;Billetera Digital;Black Friday;3;561.78;0.2;1685.34;202.24;1483.1;405.18;0
2023-000736;12-18-2023;S1012;C00555;P2013;Web;Financiamiento;Cyber Week;2;190.19;0.05;380.38;45.65;334.73;98.1;0
2023-000737;12-09-2023;S1002;C00743;P2132;Tienda;Tarjeta;Cyber Week;3;289.45;0.1;868.35;112.89;755.46;220.13;0
2023-000738;04-10-2023;S1039;C00688;P2003;Call Center;Efectivo;Black Friday;3;406.98;0.2;1220.94;158.72;1062.22;261.5;0
2023-000739;11-21-2023;S1015;C00608;P2131;Tienda;Transferencia;Promo 10%;1;167.39;0.15;167.39;20.09;147.3;119.6;0
2023-000740;05-31-2023;S1020;C00354;P2057;Web;Tarjeta;Sin Promo;2;335.84;0.2;671.68;100.75;570.93;314.68;0
2023-000741;03-31-2023;S1025;C00486;P2051;Marketplace;Tarjeta;2x1;2;855.46;0.0;1710.92;256.64;1454.28;394.02;0
2023-000742;12-06-2023;S1038;C00370;P2018;Tienda;Billetera Digital;Black Friday;2;391.86;0.0;783.72;101.88;681.84;224.11;1
2023-000743;04-17-2023;S1017;C00478;P2094;Tienda;Tarjeta;Promo 10%;2;560.63;0.2;1121.26;134.55;986.71;392.99;0
2023-000744;04-21-2023;S1012;C00743;P2075;Web;Billetera Digital;Black Friday;1;522.04;0.1;522.04;62.64;459.4;301.87;0
2023-000745;02-23-2023;S1023;C00134;P2049;Marketplace;Billetera Digital;Promo 15%;4;126.62;0.2;506.48;75.97;430.51;89.45;0
2023-000746;09-08-2023;S1019;C00573;P2138;Tienda;Financiamiento;Black Friday;1;648.09;0.1;648.09;97.21;550.88;375.47;0
2023-000747;05-02-2023;S1021;C00294;P2149;Tienda;Tarjeta;Promo 15%;1;179.85;0.2;179.85;26.98;152.87;173.08;1
2023-000748;12-23-2023;S1038;C00398;P2037;Tienda;Tarjeta;Cyber Week;4;561.42;0.1;2245.68;291.94;1953.74;405.23;0
2023-000749;03-02-2023;S1012;C00666;P2145;Call Center;Tarjeta;Promo 15%;1;118.01;0.0;118.01;14.16;103.85;77.61;0
2023-000750;05-15-2023;S1045;C00182;P2101;Tienda;Tarjeta;Promo 15%;1;286.05;0.15;286.05;37.19;248.86;262.94;0
2023-000751;10-22-2023;S1032;C00216;P2039;Web;Billetera Digital;Sin Promo;2;405.45;0.15;810.9;121.63;689.27;251.05;1
2023-000752;08-31-2023;S1041;C00622;P2100;Call Center;Billetera Digital;Cyber Week;3;571.97;0.0;1715.91;223.07;1492.84;422.9;0
2023-000753;11-05-2023;S1030;C00182;P2069;Tienda;Financiamiento;Cyber Week;1;191.55;0.0;191.55;28.73;162.82;145.02;0
2023-000754;06-12-2023;S1024;C00025;P2018;Marketplace;Billetera Digital;Promo 15%;1;313.49;0.2;313.49;47.02;266.47;224.11;0
2023-000755;11-21-2023;S1045;C00628;P2059;Tienda;Tarjeta;2x1;3;130.71;0.0;392.13;50.98;341.15;101.09;0
2023-000756;01-07-2023;S1014;C00022;P2057;Web;Financiamiento;Sin Promo;3;419.8;0.0;1259.4;151.13;1108.27;314.68;0
2023-000757;07-17-2023;S1038;C00148;P2005;Marketplace;Efectivo;Cyber Week;1;545.93;0.0;545.93;70.97;474.96;390.45;0
2023-000758;11-08-2023;S1035;C00498;P2025;Tienda;Billetera Digital;2x1;1;664.27;0.0;664.27;99.64;564.63;394.63;0
2023-000759;03-01-2023;S1024;C00754;P2099;Tienda;Transferencia;Promo 10%;1;294.57;0.0;294.57;44.19;250.38;231.19;0
2023-000760;06-26-2023;S1011;C00699;P2051;Tienda;Transferencia;Black Friday;3;855.46;0.0;2566.38;307.97;2258.41;394.02;0
2023-000761;01-23-2023;S1040;C00498;P2146;Marketplace;Transferencia;Promo 15%;1;280.13;0.1;280.13;36.42;243.71;242.22;0
2023-000762;12-16-2023;S1033;C00441;P2116;Web;Transferencia;Sin Promo;2;743.9;0.0;1487.8;223.17;1264.63;358.01;0
2023-000763;11-23-2023;S1017;C00315;P2135;Marketplace;Tarjeta;Sin Promo;3;129.99;0.15;389.97;46.8;343.17;71.27;1
2023-000764;10-17-2023;S1008;C00283;P2049;Tienda;Tarjeta;Promo 10%;1;142.44;0.1;142.44;18.52;123.92;89.45;0
2023-000765;11-26-2023;S1015;C00287;P2048;Call Center;Financiamiento;2x1;1;304.15;0.05;304.15;36.5;267.65;183.57;1
2023-000766;01-14-2023;S1011;C00322;P2121;Web;Tarjeta;Black Friday;4;417.78;0.0;1671.12;200.53;1470.59;207.12;0
2023-000767;12-13-2023;S1045;C00037;P2154;Tienda;Transferencia;Cyber Week;4;696.55;0.05;2786.2;362.21;2423.99;427.53;0
2023-000768;11-07-2023;S1001;C00291;P2148;Tienda;Billetera Digital;Cyber Week;1;674.81;0.0;674.81;87.73;587.08;390.62;1
2023-000769;09-29-2023;S1045;C00457;P2058;Marketplace;Financiamiento;Black Friday;6;465.91;0.0;2795.46;363.41;2432.05;324.41;0
2023-000770;11-08-2023;S1036;C00182;P2156;Tienda;Efectivo;2x1;1;77.36;0.05;77.36;11.6;65.76;55.02;0
2023-000771;04-16-2023;S1001;C00752;P2153;Call Center;Billetera Digital;Cyber Week;1;407.91;0.0;407.91;53.03;354.88;293.96;1
2023-000772;06-06-2023;S1015;C00211;P2043;Tienda;Financiamiento;Promo 15%;1;266.57;0.15;266.57;31.99;234.58;244.5;0
2023-000773;08-23-2023;S1018;C00423;P2014;Marketplace;Tarjeta;Cyber Week;1;430.19;0.0;430.19;51.62;378.57;296.33;0
2023-000774;06-28-2023;S1040;C00653;P2031;Tienda;Transferencia;Sin Promo;1;203.6;0.0;203.6;26.47;177.13;111.43;1
2023-000775;02-06-2023;S1024;C00235;P2018;Call Center;Tarjeta;2x1;1;333.08;0.15;333.08;49.96;283.12;224.11;0
2023-000776;01-02-2023;S1001;C00422;P2029;Marketplace;Transferencia;Cyber Week;5;442.35;0.1;2211.75;287.53;1924.22;271.13;1
2023-000777;02-25-2023;S1009;C00133;P2122;Marketplace;Billetera Digital;Sin Promo;2;579.38;0.15;1158.76;150.64;1008.12;324.38;0
2023-000778;10-26-2023;S1023;C00333;P2037;Marketplace;Transferencia;Promo 10%;2;623.8;0.0;1247.6;187.14;1060.46;405.23;1
2023-000779;10-20-2023;S1034;C00546;P2109;Marketplace;Financiamiento;Sin Promo;1;166.62;0.2;166.62;24.99;141.63;141.94;0
2023-000780;05-18-2023;S1028;C00218;P2100;Call Center;Tarjeta;Sin Promo;5;486.17;0.15;2430.85;364.63;2066.22;422.9;0
2023-000781;11-10-2023;S1032;C00378;P2129;Marketplace;Efectivo;Black Friday;2;504.95;0.0;1009.9;151.48;858.42;401.84;0
2023-000782;02-25-2023;S1042;C00231;P2009;Tienda;Tarjeta;Promo 15%;3;523.01;0.0;1569.03;203.97;1365.06;287.2;0
2023-000783;04-30-2023;S1019;C00314;P2101;Tienda;Billetera Digital;2x1;1;286.05;0.15;286.05;42.91;243.14;262.94;1
2023-000784;06-25-2023;S1022;C00486;P2050;Tienda;Efectivo;Sin Promo;5;260.25;0.05;1301.25;195.19;1106.06;192.16;0
2023-000785;07-31-2023;S1025;C00363;P2050;Tienda;Tarjeta;Sin Promo;1;273.95;0.0;273.95;41.09;232.86;192.16;0
2023-000786;03-26-2023;S1033;C00704;P2029;Tienda;Tarjeta;2x1;1;417.77;0.15;417.77;62.67;355.1;271.13;0
2023-000787;10-24-2023;S1022;C00093;P2157;Call Center;Financiamiento;Promo 10%;1;223.38;0.0;223.38;33.51;189.87;118.28;0
2023-000788;04-24-2023;S1045;C00467;P2140;Web;Financiamiento;Black Friday;3;11.53;0.2;34.59;4.5;30.09;6.63;0
2023-000789;02-20-2023;S1002;C00559;P2138;Call Center;Efectivo;Promo 10%;1;720.1;0.0;720.1;93.61;626.49;375.47;0
2023-000790;01-12-2023;S1045;C00683;P2116;Tienda;Transferencia;Promo 10%;1;669.51;0.1;669.51;87.04;582.47;358.01;0
2023-000791;12-12-2023;S1010;C00190;P2090;Marketplace;Billetera Digital;Promo 15%;3;123.88;0.0;371.64;44.6;327.04;72.93;0
2023-000792;11-11-2023;S1043;C00182;P2050;Tienda;Financiamiento;Black Friday;1;232.86;0.15;232.86;30.27;202.59;192.16;0
2023-000793;07-23-2023;S1044;C00463;P2113;Call Center;Efectivo;Sin Promo;1;282.77;0.05;282.77;36.76;246.01;139.53;0
2023-000794;12-25-2023;S1025;C00081;P2021;Marketplace;Tarjeta;Sin Promo;2;417.5;0.05;835.0;125.25;709.75;239.98;0
