ID_Transaccion,Fecha,Tienda,Cliente,Producto,Canal,Metodo_Pago,Promocion,Cantidad,Precio_Unitario,Descuento,Venta_Bruta,Impuesto,Venta_Neta,Costo_Unitario,Es_Devolucion,Notas,Columna_Vacia
2022-000525,08/09/2022 13:18,S1031,C00135,P2032,Call Center,Billetera Digital,2x1,2,466.57,0.0,933.14,139.97,793.17,330.43,0,,
2022-000526,14/05/2022 19:15,S1003,C00454,P2051,Call Center,Efectivo,Promo 10%,2,855.46,0.0,1710.92,222.42,1488.5,394.02,0,,
2022-000527,23/10/2022 10:29,S1035,C00509,P2029,Tienda,Tarjeta,Promo 15%,3,393.2,0.2,1179.6,176.94,1002.66,271.13,0,,
2022-000528,17/11/2022 05:01,S1030,C00581,P2067,Web,Billetera Digital,2x1,1,553.33,0.05,553.33,83.0,470.33,420.88,0,,
2022-000529,16/07/2022 19:26,S1034,C00295,P2150,Tienda,Efectivo,Cyber Week,4,187.26,0.2,749.04,112.36,636.68,154.53,0,,
2022-000530,04/08/2022 04:36,S1002,C00554,P2117,Call Center,Efectivo,Black Friday,3,79.99,0.05,239.97,31.2,208.77,41.82,0,Revisar,
2022-000531,13/06/2022 00:47,S1032,C00744,P2043,Web,Transferencia,Cyber Week,2,282.25,0.1,564.5,84.67,479.83,244.5,0,,
2022-000532,12/03/2022 02:39,S1017,C00293,P2079,Marketplace,Financiamiento,Cyber Week,1,249.59,0.0,249.59,29.95,219.64,156.92,0,,
2022-000533,03/01/2022 06:46,S1019,C00594,P2019,Marketplace,Financiamiento,2x1,1,471.27,0.0,471.27,70.69,400.58,283.84,0,,
2022-000534,20/12/2022 00:13,S1037,C00146,P2079,Call Center,Billetera Digital,2x1,1,249.59,0.0,249.59,32.45,217.14,156.92,0,,
2022-000535,11/07/2022 04:13,S1028,C00624,P2009,Tienda,Financiamiento,Sin Promo,4,523.01,0.0,2092.04,313.81,1778.23,287.2,0,,
2022-000536,28/04/2022 23:39,S1013,C00769,P2019,Tienda,Transferencia,2x1,2,471.27,0.0,942.54,113.1,829.44,283.84,0,Revisar,
2022-000537,15/12/2022 05:14,S1025,C00748,P2055,Call Center,Efectivo,Cyber Week,3,140.77,0.0,422.31,63.35,358.96,77.43,0,,
2022-000538,18/10/2022 09:49,S1031,C00476,P2152,Call Center,Financiamiento,2x1,1,424.58,0.15,424.58,63.69,360.89,338.06,1,,
2022-000539,16/08/2022 00:25,S1015,C00365,P2116,Web,Efectivo,Black Friday,1,706.7,0.05,706.7,84.8,621.9,358.01,0,,
2022-000540,13/04/2022 00:09,S1045,C00366,P2055,Web,Tarjeta,Sin Promo,1,140.77,0.0,140.77,18.3,122.47,77.43,1,Revisar,
2022-000541,13/12/2022 18:51,S1009,C00157,P2103,Web,Financiamiento,Promo 15%,1,424.9,0.0,424.9,55.24,369.66,274.37,0,,
2022-000542,15/04/2022 07:26,S1025,C00321,P2023,Call Center,Financiamiento,Cyber Week,6,529.75,0.0,3178.5,476.77,2701.73,346.8,0,,
2022-000543,15/07/2022 00:50,S1045,C00401,P2040,Web,Billetera Digital,Black Friday,5,53.54,0.1,267.7,34.8,232.9,35.66,0,,
2022-000544,13/09/2022 23:14,S1036,C00640,P2023,Call Center,Tarjeta,Promo 15%,1,529.75,0.0,529.75,79.46,450.29,346.8,1,,
2022-000545,13/12/2022 09:13,S1017,C00371,P2055,Call Center,Billetera Digital,Promo 10%,2,140.77,0.0,281.54,33.78,247.76,77.43,0,,
2022-000546,15/10/2022 13:29,S1001,C00264,P2159,Tienda,Tarjeta,Promo 10%,4,640.88,0.0,2563.52,333.26,2230.26,434.27,0,,
2022-000547,14/05/2022 22:37,S1003,C00260,P2147,Tienda,Billetera Digital,Promo 10%,1,438.54,0.2,438.54,57.01,381.53,299.7,0,,
2022-000548,26/01/2022 23:46,S1032,C00473,P2137,Tienda,Tarjeta,Sin Promo,5,342.99,0.2,1714.95,257.24,1457.71,246.0,0,,
2022-000549,30/05/2022 14:15,S1011,C00225,P2082,Tienda,Billetera Digital,Sin Promo,1,281.42,0.0,281.42,33.77,247.65,152.77,0,,
2022-000550,26/09/2022 18:33,S1043,C00443,P2013,Tienda,Transferencia,Promo 15%,2,160.16,0.2,320.32,41.64,278.68,98.1,1,,
2022-000551,04/02/2022 02:13,S1017,C00041,P2046,Web,Tarjeta,Promo 15%,1,362.57,0.0,362.57,43.51,319.06,192.92,0,,
2022-000552,17/07/2022 18:31,S1024,C00227,P2048,Web,Transferencia,Promo 10%,1,272.14,0.15,272.14,40.82,231.32,183.57,0,,
2022-000553,21/11/2022 23:49,S1007,C00171,P2031,Web,Financiamiento,Promo 15%,1,183.24,0.1,183.24,23.82,159.42,111.43,0,,
2022-000554,13/06/2022 12:49,S1010,C00322,P2152,Tienda,Billetera Digital,Cyber Week,2,499.51,0.0,999.02,119.88,879.14,338.06,0,,
2022-000555,22/02/2022 14:41,S1003,C00280,P2119,Call Center,Transferencia,2x1,2,763.08,0.0,1526.16,198.4,1327.76,363.73,0,,
2022-000556,07/09/2022 16:24,S1028,C00282,P2018,Tienda,Billetera Digital,Sin Promo,2,391.86,0.0,783.72,117.56,666.16,224.11,0,,
2022-000557,25/08/2022 23:55,S1035,C00520,P2085,Web,Financiamiento,Cyber Week,1,27.92,0.1,27.92,4.19,23.73,20.07,0,,
2022-000558,12/08/2022 03:24,S1010,C00551,P2105,Call Center,Financiamiento,Black Friday,1,608.53,0.1,608.53,73.02,535.51,320.12,0,,
2022-000559,27/02/2022 03:06,S1009,C00166,P2028,Call Center,Financiamiento,Promo 15%,2,568.28,0.05,1136.56,147.75,988.81,344.08,0,,
2022-000560,31/12/2022 18:58,S1012,C00265,P2151,Web,Financiamiento,Sin Promo,1,246.17,0.0,246.17,29.54,216.63,116.51,0,,
2022-000561,22/01/2022 11:40,S1015,C00700,P2116,Web,Transferencia,Promo 10%,4,743.9,0.0,2975.6,357.07,2618.53,358.01,0,,
2022-000562,02/07/2022 23:26,S1021,C00369,P2116,Marketplace,Financiamiento,Promo 15%,2,669.51,0.1,1339.02,200.85,1138.17,358.01,0,,
2022-000563,28/12/2022 05:27,S1028,C00781,P2104,Marketplace,Efectivo,Promo 10%,2,702.23,0.0,1404.46,210.67,1193.79,405.18,0,,
2022-000564,02/12/2022 21:36,S1038,C00462,P2062,Web,Transferencia,Promo 10%,3,100.7,0.1,302.1,39.27,262.83,74.21,0,,
2022-000565,24/07/2022 05:10,S1016,C00748,P2034,Call Center,Transferencia,Black Friday,1,210.36,0.2,210.36,25.24,185.12,122.22,0,,
2022-000566,04/02/2022 12:01,S1018,C00423,P2031,Call Center,Financiamiento,Black Friday,2,203.6,0.0,407.2,48.86,358.34,111.43,0,,
2022-000567,06/11/2022 07:34,S1011,C00710,P2005,Web,Tarjeta,Promo 10%,1,436.74,0.2,436.74,52.41,384.33,390.45,0,,
2022-000568,24/06/2022 07:26,S1033,C00712,P2048,Call Center,Efectivo,2x1,1,256.13,0.2,256.13,38.42,217.71,183.57,0,,
2022-000569,09/08/2022 21:34,S1019,C00286,P2039,Web,Transferencia,Promo 15%,2,405.45,0.15,810.9,121.63,689.27,251.05,0,,
2022-000570,23/11/2022 13:30,S1007,C00643,P2104,Tienda,Efectivo,Promo 15%,3,596.9,0.15,1790.7,232.79,1557.91,405.18,0,,
2022-000571,23/09/2022 13:29,S1013,C00154,P2055,Tienda,Efectivo,Sin Promo,5,133.73,0.05,668.65,80.24,588.41,77.43,0,,
2022-000572,28/08/2022 06:56,S1008,C00044,P2120,Call Center,Efectivo,Cyber Week,5,199.5,0.0,997.5,129.68,867.82,113.2,0,Revisar,
2022-000573,24/11/2022 16:37,S1018,C00220,P2032,Web,Financiamiento,2x1,3,466.57,0.0,1399.71,167.97,1231.74,330.43,0,,
2022-000574,22/08/2022 04:13,S1030,C00165,P2126,Marketplace,Efectivo,Promo 15%,1,547.31,0.2,547.31,82.1,465.21,413.19,0,,
2022-000575,21/12/2022 17:30,S1020,C00778,P2069,Web,Tarjeta,Black Friday,2,181.97,0.05,363.94,54.59,309.35,145.02,0,,
2022-000576,05/01/2022 16:06,S1002,C00318,P2079,Tienda,Tarjeta,Promo 10%,4,249.59,0.0,998.36,129.79,868.57,156.92,1,,
2022-000577,23/05/2022 05:07,S1043,C00091,P2019,Marketplace,Financiamiento,Promo 10%,1,400.58,0.15,400.58,52.08,348.5,283.84,1,,
2022-000578,27/01/2022 12:41,S1003,C00378,P2058,Call Center,Financiamiento,Sin Promo,3,442.61,0.05,1327.83,172.62,1155.21,324.41,0,,
2022-000579,31/12/2022 15:33,S1024,C00250,P2026,Call Center,Tarjeta,2x1,5,390.93,0.15,1954.65,293.2,1661.45,230.43,0,,
2022-000580,30/12/2022 22:12,S1008,C00319,P2132,Call Center,Financiamiento,2x1,2,257.29,0.2,514.58,66.9,447.68,220.13,0,,
2022-000581,01/06/2022 01:28,S1006,C00690,P2118,Call Center,Billetera Digital,Promo 10%,2,55.38,0.15,110.76,14.4,96.36,45.65,0,,
2022-000582,28/05/2022 09:41,S1003,C00043,P2028,Marketplace,Efectivo,Promo 10%,1,538.37,0.1,538.37,69.99,468.38,344.08,0,,
2022-000583,12/03/2022 13:49,S1043,C00436,P2104,Web,Financiamiento,Black Friday,2,702.23,0.0,1404.46,182.58,1221.88,405.18,0,,
2022-000584,22/12/2022 06:38,S1016,C00259,P2160,Tienda,Transferencia,Promo 10%,1,812.22,0.0,812.22,97.47,714.75,418.28,0,,
2022-000585,27/12/2022 00:29,S1009,C00632,P2138,Marketplace,Financiamiento,Cyber Week,2,720.1,0.0,1440.2,187.23,1252.97,375.47,0,,
2022-000586,04/08/2022 01:49,S1025,C00149,P2035,Call Center,Billetera Digital,Sin Promo,3,906.6,0.0,2719.8,407.97,2311.83,418.3,0,,
2022-000587,18/06/2022 01:21,S1021,C00328,P2026,Tienda,Tarjeta,2x1,3,459.92,0.0,1379.76,206.96,1172.8,230.43,1,,
2022-000588,19/03/2022 15:15,S1016,C00613,P2132,Tienda,Efectivo,2x1,1,289.45,0.1,289.45,34.73,254.72,220.13,0,,
2022-000589,14/10/2022 20:49,S1013,C00033,P2146,Marketplace,Financiamiento,Promo 15%,3,264.57,0.15,793.71,95.25,698.46,242.22,0,Revisar,
2022-000590,22/08/2022 20:15,S1033,C00019,P2106,Web,Transferencia,Promo 15%,4,461.42,0.0,1845.68,276.85,1568.83,310.34,0,,
2022-000591,14/09/2022 07:32,S1008,C00770,P2086,Web,Tarjeta,Promo 15%,1,109.2,0.0,109.2,14.2,95.0,70.05,0,,
2022-000592,26/07/2022 17:11,S1035,C00527,P2058,Marketplace,Financiamiento,Promo 10%,2,372.73,0.2,745.46,111.82,633.64,324.41,1,,
2022-000593,16/09/2022 15:02,S1002,C00180,P2054,Marketplace,Efectivo,Promo 10%,6,440.12,0.05,2640.72,343.29,2297.43,220.6,0,,
2022-000594,17/04/2022 03:20,S1019,C00373,P2157,Web,Financiamiento,2x1,5,212.21,0.05,1061.05,159.16,901.89,118.28,0,,
2022-000595,16/03/2022 18:52,S1003,C00386,P2105,Marketplace,Transferencia,Black Friday,1,642.34,0.05,642.34,83.5,558.84,320.12,0,,
2022-000596,13/09/2022 04:40,S1038,C00478,P2154,Tienda,Efectivo,Sin Promo,1,733.21,0.0,733.21,95.32,637.89,427.53,0,,
2022-000597,20/07/2022 01:48,S1014,C00190,P2123,Call Center,Tarjeta,Promo 15%,1,148.84,0.15,148.84,17.86,130.98,112.82,0,,
2022-000598,29/10/2022 00:52,S1001,C00197,P2028,Marketplace,Efectivo,Promo 10%,2,598.19,0.0,1196.38,155.53,1040.85,344.08,0,,
2022-000599,28/02/2022 14:35,S1043,C00373,P2116,Tienda,Efectivo,Promo 10%,5,743.9,0.0,3719.5,483.54,3235.96,358.01,0,,
2022-000600,04/08/2022 23:51,S1012,C00097,P2111,Web,Tarjeta,Sin Promo,4,277.51,0.05,1110.04,133.2,976.84,191.52,0,,
2022-000601,30/01/2022 01:22,S1001,C00358,P2010,Web,Tarjeta,Black Friday,2,363.68,0.1,727.36,94.56,632.8,210.17,0,,
2022-000602,24/09/2022 04:08,S1001,C00400,P2041,Marketplace,Billetera Digital,Sin Promo,3,37.22,0.2,111.66,14.52,97.14,34.06,0,,
2022-000603,27/09/2022 23:26,S1024,C00374,P2087,Marketplace,Transferencia,Sin Promo,6,323.78,0.0,1942.68,291.4,1651.28,166.63,0,,
2022-000604,06/10/2022 21:51,S1040,C00767,P2039,Tienda,Billetera Digital,Cyber Week,3,429.3,0.1,1287.9,167.43,1120.47,251.05,0,,
2022-000605,26/01/2022 09:33,S1025,C00139,P2061,Call Center,Financiamiento,2x1,3,36.28,0.15,108.84,16.33,92.51,26.36,0,,
2022-000606,05/05/2022 15:12,S1001,C00441,P2045,Tienda,Billetera Digital,Sin Promo,1,62.02,0.1,62.02,8.06,53.96,46.07,0,,
2022-000607,12/03/2022 23:07,S1024,C00102,P2053,Marketplace,Billetera Digital,Promo 15%,2,934.5,0.0,1869.0,280.35,1588.65,436.17,0,,
2022-000608,24/12/2022 09:20,S1044,C00167,P2135,Tienda,Transferencia,Cyber Week,3,122.34,0.2,367.02,47.71,319.31,71.27,0,,
2022-000609,07/02/2022 03:12,S1012,C00521,P2007,Web,Efectivo,Sin Promo,1,212.03,0.0,212.03,25.44,186.59,162.45,0,,
2022-000610,10/08/2022 18:06,S1045,C00252,P2142,Call Center,Billetera Digital,Black Friday,4,444.5,0.1,1778.0,231.14,1546.86,331.65,0,,
2022-000611,13/03/2022 03:26,S1044,C00482,P2063,Marketplace,Efectivo,Cyber Week,2,70.41,0.0,140.82,18.31,122.51,34.56,0,,
2022-000612,07/11/2022 08:28,S1042,C00509,P2012,Marketplace,Tarjeta,Cyber Week,2,748.91,0.05,1497.82,194.72,1303.1,363.05,0,,
2022-000613,27/07/2022 17:41,S1032,C00648,P2007,Tienda,Billetera Digital,2x1,2,180.23,0.15,360.46,54.07,306.39,162.45,0,,
2022-000614,23/07/2022 04:33,S1043,C00353,P2151,Web,Financiamiento,Promo 10%,2,221.55,0.1,443.1,57.6,385.5,116.51,0,,
2022-000615,06/10/2022 19:08,S1029,C00163,P2039,Marketplace,Tarjeta,Sin Promo,4,405.45,0.15,1621.8,243.27,1378.53,251.05,1,,
2022-000616,02/12/2022 14:26,S1020,C00395,P2142,Web,Financiamiento,2x1,4,395.11,0.2,1580.44,237.07,1343.37,331.65,0,,
2022-000617,31/10/2022 05:47,S1043,C00367,P2152,Call Center,Financiamiento,Black Friday,1,474.53,0.05,474.53,61.69,412.84,338.06,1,,
2022-000618,21/09/2022 00:24,S1004,C00789,P2062,Web,Financiamiento,Cyber Week,2,95.11,0.15,190.22,24.73,165.49,74.21,0,,
2022-000619,13/02/2022 14:23,S1001,C00172,P2008,Web,Efectivo,Black Friday,6,874.23,0.0,5245.38,681.9,4563.48,421.75,1,,
2022-000620,05/11/2022 19:34,S1038,C00729,P2111,Call Center,Transferencia,Black Friday,5,292.12,0.0,1460.6,189.88,1270.72,191.52,0,,
2022-000621,04/05/2022 11:34,S1008,C00022,P2055,Web,Transferencia,Promo 15%,2,140.77,0.0,281.54,36.6,244.94,77.43,0,,
2022-000622,02/09/2022 17:29,S1031,C00635,P2082,Marketplace,Billetera Digital,2x1,2,267.35,0.05,534.7,80.2,454.5,152.77,0,,
2022-000623,01/06/2022 00:54,S1039,C00471,P2125,Marketplace,Billetera Digital,Sin Promo,2,344.65,0.0,689.3,89.61,599.69,235.01,0,,
2022-000624,16/01/2022 02:38,S1032,C00228,P2004,Tienda,Financiamiento,Sin Promo,4,543.65,0.0,2174.6,326.19,1848.41,298.92,0,,
2022-000625,18/06/2022 17:34,S1034,C00105,P2016,Tienda,Efectivo,Black Friday,2,172.59,0.0,345.18,51.78,293.4,121.18,0,,
2022-000626,22/07/2022 12:46,S1018,C00242,P2009,Call Center,Tarjeta,Cyber Week,3,470.71,0.1,1412.13,169.46,1242.67,287.2,0,,
2022-000627,07/06/2022 19:08,S1020,C00431,P2094,Marketplace,Tarjeta,Sin Promo,2,700.79,0.0,1401.58,210.24,1191.34,392.99,1,Revisar,
2022-000628,05/11/2022 06:41,S1018,C00773,P2065,Web,Billetera Digital,2x1,1,367.46,0.1,367.46,44.1,323.36,269.16,0,,
2022-000629,09/09/2022 12:43,S1023,C00238,P2156,Web,Tarjeta,Promo 10%,2,81.43,0.0,162.86,24.43,138.43,55.02,0,,
2022-000630,11/04/2022 00:39,S1042,C00167,P2023,Web,Transferencia,Cyber Week,1,450.29,0.15,450.29,58.54,391.75,346.8,0,,
2022-000631,02/02/2022 23:26,S1038,C00278,P2029,Tienda,Financiamiento,Promo 15%,2,393.2,0.2,786.4,102.23,684.17,271.13,0,,
2022-000632,20/10/2022 00:50,S1033,C00101,P2033,Marketplace,Efectivo,Promo 10%,1,68.31,0.15,68.31,10.25,58.06,61.26,0,,
2022-000633,27/04/2022 06:52,S1015,C00127,P2034,Tienda,Billetera Digital,Sin Promo,1,262.95,0.0,262.95,31.55,231.4,122.22,0,,
2022-000634,28/03/2022 01:31,S1011,C00070,P2100,Web,Tarjeta,Promo 10%,1,543.37,0.05,543.37,65.2,478.17,422.9,0,,
2022-000635,30/03/2022 14:00,S1003,C00118,P2132,Web,Transferencia,Cyber Week,2,305.53,0.05,611.06,79.44,531.62,220.13,0,,
2022-000636,20/08/2022 13:14,S1043,C00747,P2133,Marketplace,Tarjeta,Cyber Week,1,42.07,0.2,42.07,5.47,36.6,38.56,0,,
2022-000637,11/09/2022 03:21,S1014,C00160,P2030,Marketplace,Transferencia,2x1,3,433.15,0.2,1299.45,155.93,1143.52,418.38,1,,
2022-000638,02/11/2022 13:22,S1017,C00072,P2034,Call Center,Transferencia,Sin Promo,4,223.51,0.15,894.04,107.28,786.76,122.22,1,,
2022-000639,14/07/2022 19:45,S1043,C00317,P2013,Web,Transferencia,Cyber Week,4,160.16,0.2,640.64,83.28,557.36,98.1,0,,
2022-000640,10/05/2022 13:34,S1018,C00185,P2004,Tienda,Transferencia,2x1,1,543.65,0.0,543.65,65.24,478.41,298.92,1,,
2022-000641,08/08/2022 19:59,S1022,C00621,P2079,Call Center,Transferencia,Black Friday,5,212.15,0.15,1060.75,159.11,901.64,156.92,0,,
2022-000642,08/12/2022 09:44,S1039,C00274,P2102,Marketplace,Billetera Digital,Cyber Week,2,400.7,0.2,801.4,104.18,697.22,270.07,0,,
2022-000643,05/12/2022 12:51,S1013,C00233,P2148,Web,Financiamiento,2x1,2,641.07,0.05,1282.14,153.86,1128.28,390.62,0,,
2022-000644,11/08/2022 14:15,S1037,C00632,P2007,Marketplace,Efectivo,Promo 10%,3,190.83,0.1,572.49,74.42,498.07,162.45,0,,
2022-000645,06/12/2022 16:46,S1023,C00109,P2157,Call Center,Tarjeta,Black Friday,2,201.04,0.1,402.08,60.31,341.77,118.28,0,,
2022-000646,29/05/2022 08:52,S1009,C00659,P2037,Call Center,Billetera Digital,Black Friday,1,530.23,0.15,530.23,68.93,461.3,405.23,0,,
2022-000647,03/12/2022 23:37,S1038,C00318,P2080,Call Center,Billetera Digital,Cyber Week,1,301.79,0.0,301.79,39.23,262.56,221.89,0,,
2022-000648,02/10/2022 01:09,S1018,C00006,P2137,Marketplace,Transferencia,Sin Promo,1,342.99,0.2,342.99,41.16,301.83,246.0,0,,
2022-000649,17/01/2022 21:41,S1023,C00150,P2071,Call Center,Financiamiento,Promo 10%,1,483.57,0.0,483.57,72.54,411.03,243.78,1,,
2022-000650,05/01/2022 01:51,S1012,C00582,P2122,Web,Billetera Digital,Promo 10%,2,681.62,0.0,1363.24,163.59,1199.65,324.38,0,,
2022-000651,24/01/2022 17:01,S1029,C00371,P2091,Call Center,Efectivo,Black Friday,2,460.27,0.15,920.54,138.08,782.46,397.11,0,,
2022-000652,19/05/2022 23:07,S1024,C00424,P2147,Tienda,Efectivo,Black Friday,3,548.18,0.0,1644.54,246.68,1397.86,299.7,0,,
2022-000653,02/02/2022 15:21,S1036,C00518,P2061,Marketplace,Tarjeta,Promo 15%,1,38.41,0.1,38.41,5.76,32.65,26.36,0,,
2022-000654,13/12/2022 04:49,S1040,C00619,P2095,Tienda,Transferencia,Promo 15%,2,620.44,0.15,1240.88,161.31,1079.57,368.2,0,,
2022-000655,03/12/2022 06:44,S1020,C00711,P2079,Marketplace,Efectivo,Promo 15%,5,249.59,0.0,1247.95,187.19,1060.76,156.92,0,,
2022-000656,03/02/2022 05:04,S1033,C00478,P2009,Marketplace,Efectivo,Promo 10%,4,470.71,0.1,1882.84,282.43,1600.41,287.2,0,,
2022-000657,14/11/2022 12:02,S1039,C00423,P2102,Tienda,Tarjeta,Promo 10%,1,400.7,0.2,400.7,52.09,348.61,270.07,0,,
2022-000658,03/12/2022 12:50,S1023,C00392,P2004,Web,Financiamiento,Promo 15%,2,543.65,0.0,1087.3,163.09,924.21,298.92,0,,
2022-000659,24/08/2022 09:37,S1025,C00694,P2082,Call Center,Efectivo,Cyber Week,1,267.35,0.05,267.35,40.1,227.25,152.77,0,,
2022-000660,26/02/2022 01:51,S1029,C00359,P2094,Web,Billetera Digital,Promo 10%,2,665.75,0.05,1331.5,199.72,1131.78,392.99,0,,
2022-000661,13/12/2022 12:44,S1004,C00483,P2017,Tienda,Transferencia,Cyber Week,1,280.3,0.0,280.3,36.44,243.86,182.13,0,,
2022-000662,21/01/2022 21:58,S1030,C00098,P2159,Tienda,Billetera Digital,Promo 10%,3,544.75,0.15,1634.25,245.14,1389.11,434.27,0,,
2022-000663,18/02/2022 02:51,S1019,C00466,P2159,Marketplace,Transferencia,Promo 15%,2,640.88,0.0,1281.76,192.26,1089.5,434.27,1,,
2022-000664,23/04/2022 16:31,S1018,C00490,P2062,Call Center,Efectivo,2x1,2,89.51,0.2,179.02,21.48,157.54,74.21,0,,
2022-000665,06/10/2022 03:55,S1045,C00136,P2030,Web,Financiamiento,Promo 15%,1,541.44,0.0,541.44,70.39,471.05,418.38,0,Revisar,
2022-000666,18/02/2022 05:06,S1043,C00254,P2036,Marketplace,Financiamiento,Promo 15%,3,245.34,0.15,736.02,95.68,640.34,143.03,0,,
2022-000667,27/03/2022 15:29,S1019,C00004,P2068,Web,Financiamiento,Sin Promo,1,246.4,0.0,246.4,36.96,209.44,122.46,0,,
2022-000668,12/05/2022 19:08,S1009,C00785,P2160,Call Center,Financiamiento,Promo 10%,1,649.78,0.2,649.78,84.47,565.31,418.28,0,,
2022-000669,29/10/2022 22:37,S1024,C00565,P2009,Web,Tarjeta,Black Friday,5,496.86,0.05,2484.3,372.65,2111.65,287.2,0,,
2022-000670,04/05/2022 00:44,S1003,C00282,P2125,Marketplace,Tarjeta,2x1,3,344.65,0.0,1033.95,134.41,899.54,235.01,1,,
2022-000671,10/09/2022 02:09,S1030,C00756,P2145,Marketplace,Billetera Digital,Black Friday,1,118.01,0.0,118.01,17.7,100.31,77.61,0,,
2022-000672,15/03/2022 04:33,S1023,C00648,P2041,Call Center,Financiamiento,Promo 10%,4,39.54,0.15,158.16,23.72,134.44,34.06,1,,
2022-000673,21/02/2022 06:18,S1013,C00506,P2139,Marketplace,Efectivo,Black Friday,5,20.28,0.0,101.4,12.17,89.23,12.71,0,,
2022-000674,29/09/2022 01:24,S1004,C00348,P2017,Tienda,Transferencia,Cyber Week,1,280.3,0.0,280.3,36.44,243.86,182.13,0,,
2022-000675,30/01/2022 05:17,S1020,C00494,P2083,Web,Financiamiento,Promo 15%,1,418.74,0.2,418.74,62.81,355.93,334.59,0,Revisar,
2022-000676,24/01/2022 05:16,S1014,C00363,P2062,Web,Tarjeta,Promo 10%,2,89.51,0.2,179.02,21.48,157.54,74.21,0,,
2022-000677,09/03/2022 17:09,S1022,C00298,P2046,Call Center,Financiamiento,2x1,1,362.57,0.0,362.57,54.39,308.18,192.92,0,,
2022-000678,07/11/2022 22:11,S1016,C00391,P2149,Marketplace,Transferencia,Black Friday,1,191.09,0.15,191.09,22.93,168.16,173.08,0,,
2022-000679,27/05/2022 22:53,S1004,C00583,P2027,Web,Transferencia,Promo 10%,1,331.73,0.0,331.73,43.12,288.61,230.42,0,,
2022-000680,11/11/2022 13:33,S1011,C00230,P2129,Tienda,Tarjeta,Cyber Week,1,403.96,0.2,403.96,48.48,355.48,401.84,1,,
2022-000681,22/03/2022 21:18,S1008,C00175,P2011,Tienda,Transferencia,Sin Promo,2,392.72,0.0,785.44,102.11,683.33,309.34,0,,
2022-000682,17/03/2022 21:16,S1011,C00108,P2160,Call Center,Billetera Digital,Promo 10%,1,690.39,0.15,690.39,82.85,607.54,418.28,0,,
2022-000683,23/06/2022 02:20,S1031,C00671,P2079,Web,Billetera Digital,Sin Promo,4,249.59,0.0,998.36,149.75,848.61,156.92,0,,
2022-000684,14/03/2022 22:22,S1044,C00394,P2029,Call Center,Efectivo,Black Friday,1,491.5,0.0,491.5,63.9,427.6,271.13,0,,
2022-000685,22/03/2022 03:33,S1032,C00248,P2155,Call Center,Billetera Digital,Sin Promo,2,157.33,0.0,314.66,47.2,267.46,71.96,0,,
2022-000686,15/08/2022 07:55,S1042,C00411,P2149,Call Center,Tarjeta,Sin Promo,2,213.57,0.05,427.14,55.53,371.61,173.08,0,,
2022-000687,12/03/2022 20:33,S1036,C00593,P2117,Call Center,Tarjeta,2x1,2,79.99,0.05,159.98,24.0,135.98,41.82,1,,
2022-000688,30/05/2022 12:36,S1010,C00074,P2097,Tienda,Transferencia,Promo 10%,4,442.96,0.15,1771.84,212.62,1559.22,298.37,0,,
2022-000689,11/05/2022 09:58,S1034,C00394,P2017,Web,Tarjeta,Promo 10%,1,280.3,0.0,280.3,42.05,238.25,182.13,1,,
2022-000690,13/07/2022 18:57,S1006,C00113,P2116,Tienda,Efectivo,Cyber Week,1,706.7,0.05,706.7,91.87,614.83,358.01,0,,
2022-000691,23/11/2022 12:36,S1021,C00794,P2084,Marketplace,Billetera Digital,2x1,4,10.89,0.0,43.56,6.53,37.03,8.31,0,,
2022-000692,23/07/2022 01:43,S1016,C00064,P2014,Tienda,Transferencia,Sin Promo,1,344.15,0.2,344.15,41.3,302.85,296.33,0,,
2022-000693,16/04/2022 09:56,S1022,C00546,P2156,Call Center,Transferencia,Promo 15%,1,69.22,0.15,69.22,10.38,58.84,55.02,1,,
2022-000694,05/02/2022 19:31,S1033,C00228,P2144,Web,Financiamiento,Black Friday,3,272.5,0.0,817.5,122.62,694.88,177.43,0,,
2022-000695,19/02/2022 01:37,S1036,C00144,P2100,Web,Financiamiento,Promo 10%,1,571.97,0.0,571.97,85.8,486.17,422.9,0,,
2022-000696,25/01/2022 11:25,S1022,C00091,P2072,Marketplace,Financiamiento,Sin Promo,1,604.62,0.0,604.62,90.69,513.93,420.23,0,,
2022-000697,07/10/2022 11:18,S1004,C00440,P2129,Tienda,Efectivo,Black Friday,1,504.95,0.0,504.95,65.64,439.31,401.84,1,,
2022-000698,08/10/2022 06:09,S1034,C00654,P2034,Web,Tarjeta,Black Friday,1,262.95,0.0,262.95,39.44,223.51,122.22,1,,
2022-000699,11/04/2022 02:47,S1043,C00042,P2145,Call Center,Billetera Digital,Sin Promo,4,100.31,0.15,401.24,52.16,349.08,77.61,1,,
2022-000700,23/11/2022 14:58,S1025,C00654,P2130,Tienda,Efectivo,Black Friday,1,561.03,0.2,561.03,84.15,476.88,404.15,0,,
2022-000701,13/12/2022 03:07,S1024,C00256,P2096,Call Center,Efectivo,Cyber Week,2,540.6,0.15,1081.2,162.18,919.02,369.96,0,,
2022-000702,04/11/2022 00:27,S1023,C00716,P2136,Marketplace,Financiamiento,2x1,2,139.32,0.1,278.64,41.8,236.84,99.42,0,,
