REPORTE,TRANSACTIONID,DATE,STOREID,CUSTOMERID,PRODUCTID,CHANNEL,PAYMENTMETHOD,PROMOTION,QUANTITY,UNITPRICE,DISCOUNTPCT,GROSSSALES,TAXAMOUNT,NETSALES,UNITCOST,RETURNFLAG
RETAILMAX S.A. - VENTAS 2021,2021-000356,2021-03-04 09:07:38,S1018,C00056,P2090,Web,Tarjeta,Sin Promo,2,123.88,0.0,247.76,29.73,218.03,72.93,1
RETAILMAX S.A. - VENTAS 2021,2021-000357,2021-01-28 02:29:02,S1015,C00529,P2143,Web,Financiamiento,Black Friday,2,175.44,0.0,350.88,42.11,308.77,101.86,1
RETAILMAX S.A. - VENTAS 2021,2021-000358,2021-06-17 05:33:39,S1033,C00350,P2075,Tienda,Tarjeta,Cyber Week,1,522.04,0.1,522.04,78.31,443.73,301.87,0
RETAILMAX S.A. - VENTAS 2021,2021-000359,2021-09-10 16:58:02,S1017,C00012,P2095,Call Center,Financiamiento,Black Friday,1,620.44,0.15,620.44,74.45,545.99,368.2,0
RETAILMAX S.A. - VENTAS 2021,2021-000360,2021-10-05 12:30:38,S1042,C00232,P2087,Tienda,Tarjeta,2x1,3,291.4,0.1,874.2,113.65,760.55,166.63,0
RETAILMAX S.A. - VENTAS 2021,2021-000361,2021-07-16 16:23:17,S1006,C00422,P2001,Call Center,Financiamiento,Sin Promo,1,91.03,0.05,91.03,11.83,79.2,59.67,0
RETAILMAX S.A. - VENTAS 2021,2021-000362,2021-04-01 20:16:03,S1009,C00380,P2126,Marketplace,Efectivo,2x1,2,547.31,0.2,1094.62,142.3,952.32,413.19,0
RETAILMAX S.A. - VENTAS 2021,2021-000363,2021-03-10 11:22:34,S1043,C00674,P2039,Tienda,Billetera Digital,Cyber Week,3,453.15,0.05,1359.45,176.73,1182.72,251.05,0
RETAILMAX S.A. - VENTAS 2021,2021-000364,2021-12-04 20:09:45,S1044,C00659,P2114,Call Center,Financiamiento,Black Friday,2,498.6,0.1,997.2,129.64,867.56,274.57,0
RETAILMAX S.A. - VENTAS 2021,2021-000365,2021-09-17 02:01:45,S1016,C00499,P2015,Call Center,Billetera Digital,Cyber Week,1,165.08,0.05,165.08,19.81,145.27,122.14,0
RETAILMAX S.A. - VENTAS 2021,2021-000366,2021-05-26 11:40:06,S1045,C00283,P2080,Tienda,Efectivo,Promo 15%,1,271.61,0.1,271.61,35.31,236.3,221.89,0
RETAILMAX S.A. - VENTAS 2021,2021-000367,2021-10-26 00:58:45,S1016,C00283,P2107,Marketplace,Financiamiento,Sin Promo,3,273.7,0.15,821.1,98.53,722.57,196.36,0
RETAILMAX S.A. - VENTAS 2021,2021-000368,2021-06-26 13:00:40,S1027,C00201,P2100,Web,Efectivo,Promo 10%,1,571.97,0.0,571.97,85.8,486.17,422.9,1
RETAILMAX S.A. - VENTAS 2021,2021-000369,2021-06-09 21:34:24,S1019,C00387,P2147,Tienda,Transferencia,Sin Promo,1,465.95,0.15,465.95,69.89,396.06,299.7,0
RETAILMAX S.A. - VENTAS 2021,2021-000370,2021-03-28 00:43:03,S1035,C00228,P2158,Call Center,Financiamiento,Black Friday,2,542.39,0.0,1084.78,162.72,922.06,274.83,0
RETAILMAX S.A. - VENTAS 2021,2021-000371,2021-08-04 09:42:26,S1004,C00441,P2020,Tienda,Transferencia,2x1,1,46.89,0.05,46.89,6.1,40.79,32.33,0
RETAILMAX S.A. - VENTAS 2021,2021-000372,2021-07-19 11:44:20,S1016,C00524,P2154,Call Center,Tarjeta,Cyber Week,2,586.57,0.2,1173.14,140.78,1032.36,427.53,1
RETAILMAX S.A. - VENTAS 2021,2021-000373,2021-04-16 12:13:55,S1034,C00171,P2087,Marketplace,Efectivo,Black Friday,2,259.02,0.2,518.04,77.71,440.33,166.63,0
RETAILMAX S.A. - VENTAS 2021,2021-000374,2021-07-06 15:52:26,S1011,C00660,P2009,Tienda,Billetera Digital,Promo 10%,1,444.56,0.15,444.56,53.35,391.21,287.2,0
RETAILMAX S.A. - VENTAS 2021,2021-000375,2021-05-16 01:43:50,S1036,C00657,P2028,Call Center,Efectivo,Black Friday,1,538.37,0.1,538.37,80.76,457.61,344.08,1
RETAILMAX S.A. - VENTAS 2021,2021-000376,2021-02-17 21:03:04,S1002,C00380,P2144,Marketplace,Tarjeta,Black Friday,1,272.5,0.0,272.5,35.43,237.07,177.43,0
RETAILMAX S.A. - VENTAS 2021,2021-000377,2021-09-01 15:33:01,S1030,C00539,P2091,Tienda,Transferencia,Black Friday,1,433.2,0.2,433.2,64.98,368.22,397.11,0
RETAILMAX S.A. - VENTAS 2021,2021-000378,2021-08-10 19:39:32,S1012,C00297,P2088,Call Center,Transferencia,Black Friday,1,543.32,0.05,543.32,65.2,478.12,308.2,0
RETAILMAX S.A. - VENTAS 2021,2021-000379,2021-08-21 19:56:10,S1007,C00208,P2120,Web,Billetera Digital,2x1,1,199.5,0.0,199.5,25.94,173.56,113.2,0
RETAILMAX S.A. - VENTAS 2021,2021-000380,2021-12-05 17:00:49,S1018,C00101,P2150,Call Center,Billetera Digital,Cyber Week,1,198.96,0.15,198.96,23.88,175.08,154.53,1
RETAILMAX S.A. - VENTAS 2021,2021-000381,2021-01-31 19:00:54,S1032,C00087,P2050,Web,Efectivo,Promo 10%,1,260.25,0.05,260.25,39.04,221.21,192.16,1
RETAILMAX S.A. - VENTAS 2021,2021-000382,2021-12-17 10:55:57,S1037,C00157,P2108,Marketplace,Tarjeta,Cyber Week,3,269.21,0.05,807.63,104.99,702.64,144.01,0
RETAILMAX S.A. - VENTAS 2021,2021-000383,2021-07-31 09:43:07,S1045,C00150,P2131,Web,Transferencia,Cyber Week,3,167.39,0.15,502.17,65.28,436.89,119.6,0
RETAILMAX S.A. - VENTAS 2021,2021-000384,2021-05-01 14:46:37,S1003,C00673,P2069,Web,Tarjeta,Promo 10%,1,191.55,0.0,191.55,24.9,166.65,145.02,0
RETAILMAX S.A. - VENTAS 2021,2021-000385,2021-08-26 17:40:20,S1042,C00239,P2118,Call Center,Tarjeta,Promo 10%,2,61.89,0.05,123.78,16.09,107.69,45.65,0
RETAILMAX S.A. - VENTAS 2021,2021-000386,2021-05-20 04:58:02,S1007,C00098,P2093,Marketplace,Billetera Digital,Promo 10%,1,118.37,0.2,118.37,15.39,102.98,75.0,1
RETAILMAX S.A. - VENTAS 2021,2021-000387,2021-01-22 17:41:20,S1029,C00366,P2006,Tienda,Transferencia,Black Friday,3,402.01,0.0,1206.03,180.9,1025.13,287.52,0
RETAILMAX S.A. - VENTAS 2021,2021-000388,2021-02-02 14:49:07,S1018,C00556,P2082,Tienda,Financiamiento,Cyber Week,4,239.21,0.15,956.84,114.82,842.02,152.77,0
RETAILMAX S.A. - VENTAS 2021,2021-000389,2021-05-01 04:04:31,S1035,C00411,P2031,Tienda,Billetera Digital,Cyber Week,2,183.24,0.1,366.48,54.97,311.51,111.43,0
RETAILMAX S.A. - VENTAS 2021,2021-000390,2021-09-26 09:10:04,S1039,C00683,P2136,Web,Billetera Digital,Sin Promo,2,154.8,0.0,309.6,40.25,269.35,99.42,0
RETAILMAX S.A. - VENTAS 2021,2021-000391,2021-06-18 21:16:28,S1029,C00365,P2093,Web,Financiamiento,Promo 10%,3,118.37,0.2,355.11,53.27,301.84,75.0,0
RETAILMAX S.A. - VENTAS 2021,2021-000392,2021-02-24 06:22:37,S1043,C00642,P2088,Call Center,Financiamiento,Promo 15%,1,571.92,0.0,571.92,74.35,497.57,308.2,0
RETAILMAX S.A. - VENTAS 2021,2021-000393,2021-01-29 17:51:12,S1011,C00683,P2057,Tienda,Transferencia,Black Friday,2,356.83,0.15,713.66,85.64,628.02,314.68,0
RETAILMAX S.A. - VENTAS 2021,2021-000394,2021-09-01 08:58:09,S1019,C00069,P2044,Web,Transferencia,2x1,5,363.26,0.2,1816.3,272.44,1543.86,214.81,1
RETAILMAX S.A. - VENTAS 2021,2021-000395,2021-07-08 11:13:12,S1021,C00659,P2069,Tienda,Tarjeta,Cyber Week,1,172.4,0.1,172.4,25.86,146.54,145.02,1
RETAILMAX S.A. - VENTAS 2021,2021-000396,2021-05-03 09:12:38,S1029,C00246,P2042,Marketplace,Tarjeta,Black Friday,2,401.39,0.0,802.78,120.42,682.36,233.31,0
RETAILMAX S.A. - VENTAS 2021,2021-000397,2021-08-15 14:08:37,S1045,C00597,P2067,Marketplace,Transferencia,Sin Promo,1,553.33,0.05,553.33,71.93,481.4,420.88,0
RETAILMAX S.A. - VENTAS 2021,2021-000398,2021-06-02 07:39:35,S1015,C00698,P2139,Call Center,Transferencia,Cyber Week,4,20.28,0.0,81.12,9.73,71.39,12.71,0
RETAILMAX S.A. - VENTAS 2021,2021-000399,2021-01-18 09:58:38,S1033,C00581,P2146,Call Center,Financiamiento,Cyber Week,4,249.01,0.2,996.04,149.41,846.63,242.22,0
RETAILMAX S.A. - VENTAS 2021,2021-000400,2021-06-20 15:22:40,S1036,C00304,P2021,Tienda,Efectivo,Cyber Week,4,351.58,0.2,1406.32,210.95,1195.37,239.98,0
RETAILMAX S.A. - VENTAS 2021,2021-000401,2021-09-17 02:24:58,S1023,C00591,P2067,Marketplace,Financiamiento,Cyber Week,1,524.21,0.1,524.21,78.63,445.58,420.88,0
RETAILMAX S.A. - VENTAS 2021,2021-000402,2021-01-27 23:21:06,S1036,C00253,P2095,Call Center,Efectivo,Sin Promo,2,620.44,0.15,1240.88,186.13,1054.75,368.2,0
RETAILMAX S.A. - VENTAS 2021,2021-000403,2021-04-13 22:52:32,S1020,C00566,P2010,Tienda,Tarjeta,Promo 10%,1,363.68,0.1,363.68,54.55,309.13,210.17,0
RETAILMAX S.A. - VENTAS 2021,2021-000404,2021-09-22 23:38:09,S1019,C00447,P2019,Call Center,Transferencia,2x1,3,377.02,0.2,1131.06,169.66,961.4,283.84,0
RETAILMAX S.A. - VENTAS 2021,2021-000405,2021-03-10 09:29:27,S1027,C00771,P2072,Marketplace,Transferencia,Promo 10%,1,544.16,0.1,544.16,81.62,462.54,420.23,0
RETAILMAX S.A. - VENTAS 2021,2021-000406,2021-08-01 13:23:02,S1013,C00035,P2114,Web,Tarjeta,Sin Promo,1,526.3,0.05,526.3,63.16,463.14,274.57,0
RETAILMAX S.A. - VENTAS 2021,2021-000407,2021-11-28 22:16:56,S1035,C00254,P2115,Call Center,Efectivo,Promo 15%,2,372.57,0.0,745.14,111.77,633.37,201.2,1
RETAILMAX S.A. - VENTAS 2021,2021-000408,2021-03-28 01:48:45,S1042,C00332,P2103,Marketplace,Efectivo,Sin Promo,1,403.65,0.05,403.65,52.47,351.18,274.37,0
RETAILMAX S.A. - VENTAS 2021,2021-000409,2021-03-29 20:39:09,S1032,C00797,P2094,Call Center,Financiamiento,Cyber Week,1,595.67,0.15,595.67,89.35,506.32,392.99,0
RETAILMAX S.A. - VENTAS 2021,2021-000410,2021-03-02 08:10:23,S1018,C00537,P2145,Marketplace,Transferencia,Cyber Week,3,118.01,0.0,354.03,42.48,311.55,77.61,0
RETAILMAX S.A. - VENTAS 2021,2021-000411,2021-07-15 04:44:25,S1030,C00255,P2028,Web,Transferencia,Cyber Week,2,598.19,0.0,1196.38,179.46,1016.92,344.08,1
RETAILMAX S.A. - VENTAS 2021,2021-000412,2021-04-07 15:13:51,S1002,C00180,P2150,Web,Tarjeta,Promo 15%,1,187.26,0.2,187.26,24.34,162.92,154.53,0
RETAILMAX S.A. - VENTAS 2021,2021-000413,2021-05-01 22:29:20,S1017,C00071,P2112,Marketplace,Billetera Digital,Cyber Week,2,361.76,0.0,723.52,86.82,636.7,257.82,1
RETAILMAX S.A. - VENTAS 2021,2021-000414,2021-08-23 03:07:17,S1041,C00594,P2048,Marketplace,Financiamiento,Cyber Week,1,320.16,0.0,320.16,41.62,278.54,183.57,0
RETAILMAX S.A. - VENTAS 2021,2021-000415,2021-07-16 15:24:41,S1041,C00517,P2008,Tienda,Tarjeta,Black Friday,3,874.23,0.0,2622.69,340.95,2281.74,421.75,0
RETAILMAX S.A. - VENTAS 2021,2021-000416,2021-01-27 12:07:08,S1028,C00451,P2003,Marketplace,Billetera Digital,Cyber Week,5,483.28,0.05,2416.4,362.46,2053.94,261.5,0
RETAILMAX S.A. - VENTAS 2021,2021-000417,2021-12-30 01:39:25,S1019,C00005,P2062,Call Center,Transferencia,2x1,1,100.7,0.1,100.7,15.11,85.59,74.21,1
RETAILMAX S.A. - VENTAS 2021,2021-000418,2021-07-09 04:48:52,S1007,C00692,P2152,Tienda,Billetera Digital,Promo 10%,5,449.56,0.1,2247.8,292.21,1955.59,338.06,0
RETAILMAX S.A. - VENTAS 2021,2021-000419,2021-03-28 18:20:27,S1003,C00115,P2025,Call Center,Efectivo,Sin Promo,2,664.27,0.0,1328.54,172.71,1155.83,394.63,0
RETAILMAX S.A. - VENTAS 2021,2021-000420,2021-12-30 19:18:43,S1035,C00447,P2001,Tienda,Transferencia,Sin Promo,2,95.82,0.0,191.64,28.75,162.89,59.67,0
RETAILMAX S.A. - VENTAS 2021,2021-000421,2021-09-13 10:13:51,S1007,C00125,P2052,Marketplace,Transferencia,Black Friday,3,89.96,0.05,269.88,35.08,234.8,47.67,0
RETAILMAX S.A. - VENTAS 2021,2021-000422,2021-09-22 11:23:46,S1014,C00219,P2078,Marketplace,Financiamiento,Promo 10%,2,165.66,0.0,331.32,39.76,291.56,125.47,0
RETAILMAX S.A. - VENTAS 2021,2021-000423,2021-12-03 23:10:47,S1036,C00083,P2020,Web,Efectivo,Sin Promo,3,49.36,0.0,148.08,22.21,125.87,32.33,0
RETAILMAX S.A. - VENTAS 2021,2021-000424,2021-04-04 01:18:20,S1028,C00510,P2144,Call Center,Financiamiento,Sin Promo,2,272.5,0.0,545.0,81.75,463.25,177.43,0
RETAILMAX S.A. - VENTAS 2021,2021-000425,2021-01-21 16:04:30,S1013,C00164,P2092,Call Center,Financiamiento,2x1,1,682.12,0.15,682.12,81.85,600.27,416.32,0
RETAILMAX S.A. - VENTAS 2021,2021-000426,2021-03-17 04:30:07,S1034,C00566,P2035,Marketplace,Efectivo,Promo 10%,1,906.6,0.0,906.6,135.99,770.61,418.3,1
RETAILMAX S.A. - VENTAS 2021,2021-000427,2021-09-18 09:55:55,S1037,C00277,P2067,Web,Billetera Digital,Sin Promo,2,495.08,0.15,990.16,128.72,861.44,420.88,0
RETAILMAX S.A. - VENTAS 2021,2021-000428,2021-10-20 06:34:27,S1001,C00435,P2136,Web,Financiamiento,Cyber Week,1,154.8,0.0,154.8,20.12,134.68,99.42,0
RETAILMAX S.A. - VENTAS 2021,2021-000429,2021-06-18 00:56:42,S1029,C00354,P2131,Tienda,Financiamiento,Promo 15%,1,167.39,0.15,167.39,25.11,142.28,119.6,0
RETAILMAX S.A. - VENTAS 2021,2021-000430,2021-02-24 11:46:46,S1020,C00786,P2099,Call Center,Financiamiento,2x1,1,294.57,0.0,294.57,44.19,250.38,231.19,1
RETAILMAX S.A. - VENTAS 2021,2021-000431,2021-05-18 21:38:03,S1040,C00257,P2134,Tienda,Billetera Digital,2x1,2,241.56,0.0,483.12,62.81,420.31,153.79,0
RETAILMAX S.A. - VENTAS 2021,2021-000432,2021-10-19 04:42:30,S1024,C00518,P2038,Marketplace,Transferencia,Sin Promo,1,139.95,0.0,139.95,20.99,118.96,104.22,1
RETAILMAX S.A. - VENTAS 2021,2021-000433,2021-02-06 19:55:16,S1009,C00630,P2116,Tienda,Financiamiento,Promo 15%,5,706.7,0.05,3533.5,459.36,3074.14,358.01,0
RETAILMAX S.A. - VENTAS 2021,2021-000434,2021-05-03 14:31:26,S1007,C00197,P2094,Web,Efectivo,2x1,1,560.63,0.2,560.63,72.88,487.75,392.99,0
RETAILMAX S.A. - VENTAS 2021,2021-000435,2021-05-26 23:33:45,S1025,C00172,P2131,Web,Tarjeta,Promo 15%,3,167.39,0.15,502.17,75.33,426.84,119.6,0
RETAILMAX S.A. - VENTAS 2021,2021-000436,2021-08-10 11:17:25,S1040,C00714,P2004,Web,Transferencia,Cyber Week,4,489.28,0.1,1957.12,254.43,1702.69,298.92,0
RETAILMAX S.A. - VENTAS 2021,2021-000437,2021-07-08 18:39:54,S1020,C00457,P2036,Call Center,Financiamiento,Promo 15%,1,274.2,0.05,274.2,41.13,233.07,143.03,0
RETAILMAX S.A. - VENTAS 2021,2021-000438,2021-11-04 15:24:12,S1004,C00599,P2007,Marketplace,Billetera Digital,Promo 10%,1,201.43,0.05,201.43,26.19,175.24,162.45,0
RETAILMAX S.A. - VENTAS 2021,2021-000439,2021-11-19 15:30:38,S1031,C00044,P2029,Marketplace,Financiamiento,Cyber Week,1,442.35,0.1,442.35,66.35,376.0,271.13,0
RETAILMAX S.A. - VENTAS 2021,2021-000440,2021-11-28 05:38:45,S1004,C00289,P2003,Tienda,Transferencia,2x1,5,457.85,0.1,2289.25,297.6,1991.65,261.5,0
RETAILMAX S.A. - VENTAS 2021,2021-000441,2021-02-10 17:23:21,S1005,C00102,P2125,Marketplace,Efectivo,Black Friday,1,344.65,0.0,344.65,44.8,299.85,235.01,0
RETAILMAX S.A. - VENTAS 2021,2021-000442,2021-06-01 20:41:59,S1002,C00207,P2139,Tienda,Billetera Digital,Sin Promo,1,20.28,0.0,20.28,2.64,17.64,12.71,0
RETAILMAX S.A. - VENTAS 2021,2021-000443,2021-08-06 15:02:15,S1003,C00672,P2007,Marketplace,Transferencia,Promo 15%,1,180.23,0.15,180.23,23.43,156.8,162.45,0
RETAILMAX S.A. - VENTAS 2021,2021-000444,2021-02-11 18:19:47,S1032,C00165,P2098,Call Center,Efectivo,Promo 10%,1,548.32,0.15,548.32,82.25,466.07,389.5,0
RETAILMAX S.A. - VENTAS 2021,2021-000445,2021-01-24 03:01:57,S1002,C00299,P2027,Marketplace,Transferencia,Black Friday,1,281.97,0.15,281.97,36.66,245.31,230.42,1
RETAILMAX S.A. - VENTAS 2021,2021-000446,2021-08-21 16:22:55,S1044,C00573,P2006,Marketplace,Efectivo,Promo 10%,2,402.01,0.0,804.02,104.52,699.5,287.52,0
RETAILMAX S.A. - VENTAS 2021,2021-000447,2021-02-10 21:59:34,S1029,C00740,P2147,Tienda,Financiamiento,Black Friday,1,465.95,0.15,465.95,69.89,396.06,299.7,0
RETAILMAX S.A. - VENTAS 2021,2021-000448,2021-01-03 14:22:44,S1036,C00162,P2030,Call Center,Financiamiento,Cyber Week,1,541.44,0.0,541.44,81.22,460.22,418.38,0
RETAILMAX S.A. - VENTAS 2021,2021-000449,2021-12-03 21:54:50,S1026,C00344,P2043,Marketplace,Financiamiento,Promo 15%,3,313.61,0.0,940.83,141.12,799.71,244.5,0
RETAILMAX S.A. - VENTAS 2021,2021-000450,2021-03-06 04:55:09,S1025,C00788,P2056,Tienda,Efectivo,Sin Promo,1,886.94,0.0,886.94,133.04,753.9,417.23,0
RETAILMAX S.A. - VENTAS 2021,2021-000451,2021-09-04 23:36:56,S1007,C00225,P2024,Call Center,Billetera Digital,Promo 10%,1,316.27,0.0,316.27,41.12,275.15,197.91,0
RETAILMAX S.A. - VENTAS 2021,2021-000452,2021-06-04 16:52:22,S1003,C00487,P2004,Tienda,Tarjeta,Promo 10%,1,516.47,0.05,516.47,67.14,449.33,298.92,0
RETAILMAX S.A. - VENTAS 2021,2021-000453,2021-12-26 16:12:41,S1031,C00716,P2036,Tienda,Financiamiento,Black Friday,5,274.2,0.05,1371.0,205.65,1165.35,143.03,0
RETAILMAX S.A. - VENTAS 2021,2021-000454,2021-04-14 10:44:04,S1035,C00284,P2096,Call Center,Tarjeta,Promo 15%,2,508.8,0.2,1017.6,152.64,864.96,369.96,0
RETAILMAX S.A. - VENTAS 2021,2021-000455,2021-02-22 22:57:09,S1029,C00298,P2146,Call Center,Financiamiento,Cyber Week,3,295.7,0.05,887.1,133.06,754.04,242.22,0
RETAILMAX S.A. - VENTAS 2021,2021-000456,2021-11-02 20:10:53,S1044,C00405,P2004,Call Center,Financiamiento,2x1,6,543.65,0.0,3261.9,424.05,2837.85,298.92,0
RETAILMAX S.A. - VENTAS 2021,2021-000457,2021-10-30 22:15:49,S1039,C00382,P2157,Call Center,Efectivo,Cyber Week,5,178.7,0.2,893.5,116.16,777.34,118.28,0
RETAILMAX S.A. - VENTAS 2021,2021-000458,2021-09-28 00:41:32,S1037,C00135,P2146,Tienda,Transferencia,Cyber Week,2,311.26,0.0,622.52,80.93,541.59,242.22,0
RETAILMAX S.A. - VENTAS 2021,2021-000459,2021-08-31 04:15:27,S1045,C00530,P2072,Marketplace,Financiamiento,Cyber Week,2,513.93,0.15,1027.86,133.62,894.24,420.23,0
RETAILMAX S.A. - VENTAS 2021,2021-000460,2021-01-11 05:52:26,S1039,C00058,P2088,Call Center,Transferencia,2x1,1,571.92,0.0,571.92,74.35,497.57,308.2,0
RETAILMAX S.A. - VENTAS 2021,2021-000461,2021-09-17 07:59:56,S1030,C00168,P2117,Marketplace,Billetera Digital,Cyber Week,2,71.57,0.15,143.14,21.47,121.67,41.82,1
RETAILMAX S.A. - VENTAS 2021,2021-000462,2021-08-28 04:46:31,S1023,C00249,P2050,Call Center,Financiamiento,Cyber Week,4,232.86,0.15,931.44,139.72,791.72,192.16,1
RETAILMAX S.A. - VENTAS 2021,2021-000463,2021-07-04 17:11:48,S1027,C00415,P2123,Web,Billetera Digital,Promo 10%,3,140.09,0.2,420.27,63.04,357.23,112.82,0
RETAILMAX S.A. - VENTAS 2021,2021-000464,2021-12-20 03:08:17,S1041,C00150,P2139,Web,Efectivo,Promo 10%,2,20.28,0.0,40.56,5.27,35.29,12.71,0
RETAILMAX S.A. - VENTAS 2021,2021-000465,2021-09-09 03:40:25,S1036,C00359,P2006,Marketplace,Efectivo,Promo 10%,3,381.91,0.05,1145.73,171.86,973.87,287.52,0
RETAILMAX S.A. - VENTAS 2021,2021-000466,2021-01-25 00:39:36,S1014,C00125,P2002,Marketplace,Efectivo,Promo 10%,1,290.16,0.0,290.16,34.82,255.34,134.76,0
RETAILMAX S.A. - VENTAS 2021,2021-000467,2021-01-17 02:19:04,S1019,C00590,P2039,Web,Tarjeta,Black Friday,1,477.0,0.0,477.0,71.55,405.45,251.05,0
RETAILMAX S.A. - VENTAS 2021,2021-000468,2021-09-07 09:23:13,S1007,C00622,P2057,Marketplace,Tarjeta,Black Friday,6,335.84,0.2,2015.04,261.96,1753.08,314.68,0
RETAILMAX S.A. - VENTAS 2021,2021-000469,2021-03-19 18:45:52,S1027,C00217,P2105,Tienda,Financiamiento,2x1,2,676.15,0.0,1352.3,202.84,1149.46,320.12,0
RETAILMAX S.A. - VENTAS 2021,2021-000470,2021-02-24 22:13:48,S1036,C00116,P2023,Tienda,Billetera Digital,Sin Promo,2,423.8,0.2,847.6,127.14,720.46,346.8,0
RETAILMAX S.A. - VENTAS 2021,2021-000471,2021-02-23 06:04:55,S1041,C00445,P2125,Web,Transferencia,Promo 10%,2,275.72,0.2,551.44,71.69,479.75,235.01,1
RETAILMAX S.A. - VENTAS 2021,2021-000472,2021-05-30 16:04:30,S1001,C00360,P2034,Tienda,Efectivo,Cyber Week,3,249.8,0.05,749.4,97.42,651.98,122.22,0
RETAILMAX S.A. - VENTAS 2021,2021-000473,2021-06-21 05:00:58,S1020,C00057,P2072,Call Center,Financiamiento,Sin Promo,1,604.62,0.0,604.62,90.69,513.93,420.23,0
RETAILMAX S.A. - VENTAS 2021,2021-000474,2021-08-31 12:25:37,S1008,C00179,P2134,Tienda,Transferencia,Promo 15%,1,241.56,0.0,241.56,31.4,210.16,153.79,1
RETAILMAX S.A. - VENTAS 2021,2021-000475,2021-08-01 13:07:50,S1015,C00205,P2129,Web,Billetera Digital,2x1,2,504.95,0.0,1009.9,121.19,888.71,401.84,0
RETAILMAX S.A. - VENTAS 2021,2021-000476,2021-03-12 15:36:46,S1023,C00255,P2039,Call Center,Billetera Digital,Cyber Week,1,453.15,0.05,453.15,67.97,385.18,251.05,0
RETAILMAX S.A. - VENTAS 2021,2021-000477,2021-01-16 16:06:49,S1022,C00564,P2070,Tienda,Tarjeta,Promo 15%,1,614.79,0.0,614.79,92.22,522.57,281.04,0
RETAILMAX S.A. - VENTAS 2021,2021-000478,2021-07-25 05:58:58,S1022,C00695,P2136,Tienda,Efectivo,Black Friday,2,147.06,0.05,294.12,44.12,250.0,99.42,0
RETAILMAX S.A. - VENTAS 2021,2021-000479,2021-11-20 18:55:28,S1011,C00070,P2020,Call Center,Billetera Digital,Promo 15%,5,46.89,0.05,234.45,28.13,206.32,32.33,1
RETAILMAX S.A. - VENTAS 2021,2021-000480,2021-06-10 12:31:49,S1039,C00446,P2143,Web,Financiamiento,2x1,1,175.44,0.0,175.44,22.81,152.63,101.86,1
RETAILMAX S.A. - VENTAS 2021,2021-000481,2021-04-16 19:49:18,S1011,C00294,P2143,Call Center,Transferencia,Cyber Week,2,157.9,0.1,315.8,37.9,277.9,101.86,0
RETAILMAX S.A. - VENTAS 2021,2021-000482,2021-04-12 10:58:42,S1010,C00655,P2012,Marketplace,Financiamiento,Cyber Week,1,709.5,0.1,709.5,85.14,624.36,363.05,1
RETAILMAX S.A. - VENTAS 2021,2021-000483,2021-03-06 18:56:59,S1022,C00109,P2081,Web,Tarjeta,Black Friday,6,399.31,0.0,2395.86,359.38,2036.48,192.91,0
RETAILMAX S.A. - VENTAS 2021,2021-000484,2021-06-09 18:58:52,S1004,C00729,P2031,Web,Tarjeta,Sin Promo,1,173.06,0.15,173.06,22.5,150.56,111.43,0
RETAILMAX S.A. - VENTAS 2021,2021-000485,2021-10-31 09:25:07,S1009,C00344,P2132,Marketplace,Financiamiento,Black Friday,1,257.29,0.2,257.29,33.45,223.84,220.13,0
RETAILMAX S.A. - VENTAS 2021,2021-000486,2021-01-31 13:34:47,S1041,C00033,P2113,Marketplace,Tarjeta,Sin Promo,1,267.88,0.1,267.88,34.82,233.06,139.53,1
RETAILMAX S.A. - VENTAS 2021,2021-000487,2021-03-05 16:20:16,S1004,C00561,P2070,Tienda,Financiamiento,Promo 15%,1,522.57,0.15,522.57,67.93,454.64,281.04,0
RETAILMAX S.A. - VENTAS 2021,2021-000488,2021-10-25 20:35:33,S1001,C00562,P2090,Web,Transferencia,Promo 15%,3,105.3,0.15,315.9,41.07,274.83,72.93,0
RETAILMAX S.A. - VENTAS 2021,2021-000489,2021-12-08 20:51:13,S1038,C00421,P2013,Call Center,Billetera Digital,Cyber Week,2,170.17,0.15,340.34,44.24,296.1,98.1,0
RETAILMAX S.A. - VENTAS 2021,2021-000490,2021-02-23 11:56:11,S1007,C00482,P2025,Marketplace,Financiamiento,Sin Promo,2,664.27,0.0,1328.54,172.71,1155.83,394.63,0
RETAILMAX S.A. - VENTAS 2021,2021-000491,2021-12-31 15:29:56,S1024,C00486,P2130,Tienda,Tarjeta,2x1,3,701.29,0.0,2103.87,315.58,1788.29,404.15,0
RETAILMAX S.A. - VENTAS 2021,2021-000492,2021-09-01 07:49:12,S1022,C00569,P2073,Call Center,Billetera Digital,Black Friday,2,164.56,0.0,329.12,49.37,279.75,131.1,0
RETAILMAX S.A. - VENTAS 2021,2021-000493,2021-07-22 09:36:02,S1033,C00077,P2123,Call Center,Financiamiento,Cyber Week,2,148.84,0.15,297.68,44.65,253.03,112.82,0
RETAILMAX S.A. - VENTAS 2021,2021-000494,2021-08-02 05:55:44,S1019,C00608,P2093,Call Center,Financiamiento,Promo 10%,1,147.96,0.0,147.96,22.19,125.77,75.0,1
RETAILMAX S.A. - VENTAS 2021,2021-000495,2021-09-20 19:15:55,S1034,C00479,P2136,Call Center,Financiamiento,Sin Promo,1,154.8,0.0,154.8,23.22,131.58,99.42,1
