TransactionID,Date,StoreID,CustomerID,ProductID,Channel,PaymentMethod,Promotion,Quantity,UnitPrice,DiscountPct,GrossSales,TaxAmount,NetSales,UnitCost,ReturnFlag
2025-001631,2025-05-16 09:18:48,S1020,C00531,P2073,Marketplace,Financiamiento,2x1,4,148.1,0.1,592.4,88.86,503.54,131.1,1
2025-001632,2025-12-09 23:24:29,S1031,C00091,P2107,Marketplace,Efectivo,Promo 15%,2,322.0,0.0,644.0,96.6,547.4,196.36,0
2025-001633,2025-06-19 17:40:06,S1002,C00415,P2097,Marketplace,Financiamiento,Sin Promo,2,521.13,0.0,1042.26,135.49,906.77,298.37,0
2025-001634,2025-08-16 12:43:38,S1029,C00498,P2009,Marketplace,Tarjeta,Cyber Week,1,523.01,0.0,523.01,78.45,444.56,287.2,0
2025-001635,2025-11-07 11:14:52,S1030,C00068,P2066,Marketplace,Tarjeta,Black Friday,1,524.71,0.0,524.71,78.71,446.0,297.19,0
2025-001636,2025-01-24 08:43:28,S1013,C00585,P2129,Marketplace,Efectivo,Promo 10%,1,504.95,0.0,504.95,60.59,444.36,401.84,0
2025-001637,2025-06-24 00:01:27,S1015,C00448,P2151,Marketplace,Financiamiento,Sin Promo,3,246.17,0.0,738.51,88.62,649.89,116.51,0
2025-001638,2025-03-27 18:01:33,S1020,C00213,P2143,Web,Financiamiento,2x1,4,166.67,0.05,666.68,100.0,566.68,101.86,0
2025-001639,2025-09-05 00:53:43,S1002,C00722,P2034,Tienda,Transferencia,Promo 15%,2,236.66,0.1,473.32,61.53,411.79,122.22,0
2025-001640,2025-10-04 07:08:16,S1023,C00585,P2045,Marketplace,Financiamiento,Promo 10%,3,62.02,0.1,186.06,27.91,158.15,46.07,0
2025-001641,2025-08-26 15:18:42,S1001,C00528,P2123,Web,Financiamiento,Black Friday,2,140.09,0.2,280.18,36.42,243.76,112.82,0
2025-001642,2025-03-19 06:47:23,S1010,C00449,P2136,Call Center,Billetera Digital,Promo 10%,1,139.32,0.1,139.32,16.72,122.6,99.42,0
2025-001643,2025-07-16 21:04:55,S1004,C00613,P2102,Call Center,Financiamiento,Promo 15%,2,500.87,0.0,1001.74,130.23,871.51,270.07,1
2025-001644,2025-09-14 19:05:25,S1021,C00224,P2079,Web,Billetera Digital,Cyber Week,1,249.59,0.0,249.59,37.44,212.15,156.92,0
2025-001645,2025-11-14 01:04:55,S1017,C00350,P2153,Marketplace,Billetera Digital,Promo 15%,4,387.51,0.05,1550.04,186.0,1364.04,293.96,0
2025-001646,2025-10-17 02:04:58,S1019,C00183,P2041,Web,Billetera Digital,Cyber Week,1,46.52,0.0,46.52,6.98,39.54,34.06,0
2025-001647,2025-05-31 23:23:39,S1030,C00015,P2143,Tienda,Transferencia,2x1,2,166.67,0.05,333.34,50.0,283.34,101.86,0
2025-001648,2025-04-24 10:15:44,S1021,C00592,P2142,Marketplace,Tarjeta,Black Friday,1,493.89,0.0,493.89,74.08,419.81,331.65,0
2025-001649,2025-05-25 12:08:42,S1022,C00574,P2091,Web,Billetera Digital,2x1,5,433.2,0.2,2166.0,324.9,1841.1,397.11,0
2025-001650,2025-11-26 19:37:04,S1004,C00554,P2076,Tienda,Financiamiento,Black Friday,3,97.52,0.0,292.56,38.03,254.53,50.2,0
2025-001651,2025-09-23 14:45:46,S1004,C00795,P2034,Call Center,Financiamiento,Promo 10%,3,262.95,0.0,788.85,102.55,686.3,122.22,1
2025-001652,2025-11-27 04:24:43,S1039,C00529,P2135,Web,Tarjeta,2x1,1,152.93,0.0,152.93,19.88,133.05,71.27,0
2025-001653,2025-07-28 21:39:32,S1025,C00095,P2105,Marketplace,Financiamiento,Cyber Week,1,676.15,0.0,676.15,101.42,574.73,320.12,0
2025-001654,2025-06-29 13:53:36,S1008,C00305,P2127,Web,Transferencia,Cyber Week,2,696.03,0.05,1392.06,180.97,1211.09,361.43,0
2025-001655,2025-07-29 20:32:16,S1025,C00259,P2067,Tienda,Tarjeta,Promo 15%,6,524.21,0.1,3145.26,471.79,2673.47,420.88,0
2025-001656,2025-11-14 23:06:03,S1014,C00223,P2091,Marketplace,Billetera Digital,Promo 15%,2,541.5,0.0,1083.0,129.96,953.04,397.11,0
2025-001657,2025-02-25 21:21:02,S1037,C00041,P2028,Call Center,Transferencia,2x1,2,478.55,0.2,957.1,124.42,832.68,344.08,0
2025-001658,2025-12-30 08:40:11,S1015,C00406,P2027,Web,Efectivo,Promo 10%,2,315.14,0.05,630.28,75.63,554.65,230.42,0
2025-001659,2025-06-27 14:45:12,S1041,C00416,P2080,Tienda,Tarjeta,2x1,2,241.43,0.2,482.86,62.77,420.09,221.89,0
2025-001660,2025-01-19 18:05:01,S1045,C00333,P2148,Marketplace,Transferencia,2x1,1,641.07,0.05,641.07,83.34,557.73,390.62,0
2025-001661,2025-11-01 06:04:59,S1036,C00329,P2017,Web,Efectivo,Sin Promo,3,280.3,0.0,840.9,126.13,714.77,182.13,0
2025-001662,2025-07-21 22:28:45,S1006,C00110,P2126,Call Center,Efectivo,2x1,1,649.93,0.05,649.93,84.49,565.44,413.19,0
2025-001663,2025-05-09 14:55:51,S1006,C00356,P2135,Call Center,Billetera Digital,Promo 10%,1,137.64,0.1,137.64,17.89,119.75,71.27,0
2025-001664,2025-12-02 18:38:42,S1040,C00344,P2011,Call Center,Transferencia,Cyber Week,2,392.72,0.0,785.44,102.11,683.33,309.34,0
2025-001665,2025-04-03 07:38:04,S1028,C00786,P2144,Tienda,Financiamiento,Promo 10%,2,272.5,0.0,545.0,81.75,463.25,177.43,0
2025-001666,2025-08-21 16:30:39,S1013,C00506,P2078,Web,Billetera Digital,Promo 10%,4,132.53,0.2,530.12,63.61,466.51,125.47,0
2025-001667,2025-10-05 03:35:17,S1044,C00113,P2159,Marketplace,Financiamiento,Promo 10%,1,576.79,0.1,576.79,74.98,501.81,434.27,0
2025-001668,2025-02-20 02:59:07,S1004,C00299,P2048,Marketplace,Tarjeta,Promo 10%,1,304.15,0.05,304.15,39.54,264.61,183.57,0
2025-001669,2025-07-28 17:43:14,S1007,C00520,P2056,Tienda,Financiamiento,Black Friday,2,709.55,0.2,1419.1,184.48,1234.62,417.23,0
2025-001670,2025-07-17 09:33:20,S1016,C00300,P2159,Marketplace,Billetera Digital,2x1,6,608.84,0.05,3653.04,438.36,3214.68,434.27,0
2025-001671,2025-02-14 06:27:00,S1003,C00375,P2158,Call Center,Efectivo,,1,433.91,0.2,433.91,56.41,377.5,274.83,0
2025-001672,2025-07-12 04:42:33,S1014,C00566,P2094,Web,Transferencia,2x1,2,700.79,0.0,1401.58,168.19,1233.39,392.99,0
2025-001673,2025-06-25 22:26:03,S1013,C00185,P2065,Call Center,Efectivo,Sin Promo,1,347.05,0.15,347.05,41.65,305.4,269.16,0
2025-001674,2025-04-26 12:25:08,S1008,C00122,P2116,Web,Transferencia,Black Friday,2,595.12,0.2,1190.24,154.73,1035.51,358.01,0
2025-001675,2025-07-14 03:49:20,S1019,C00266,P2034,Web,Financiamiento,2x1,1,223.51,0.15,223.51,33.53,189.98,122.22,0
2025-001676,2025-02-14 18:48:01,S1034,C00509,P2143,Web,Transferencia,Promo 15%,1,157.9,0.1,157.9,23.68,134.22,101.86,0
2025-001677,2025-07-27 10:51:39,S1012,C00702,P2031,Web,Billetera Digital,Promo 10%,3,203.6,0.0,610.8,73.3,537.5,111.43,0
2025-001678,2025-07-17 16:08:30,S1045,C00605,P2121,Web,Billetera Digital,Promo 15%,2,334.22,0.2,668.44,86.9,581.54,207.12,0
2025-001679,2025-04-11 13:06:44,S1040,C00594,P2035,Marketplace,Tarjeta,Promo 15%,3,770.61,0.15,2311.83,300.54,2011.29,418.3,0
2025-001680,2025-10-16 20:07:26,S1001,C00265,P2138,Call Center,Transferencia,Promo 15%,2,612.09,0.15,1224.18,159.14,1065.04,375.47,0
2025-001681,2025-03-02 00:30:54,S1024,C00612,P2110,Tienda,Financiamiento,Promo 10%,5,416.72,0.0,2083.6,312.54,1771.06,314.95,0
2025-001682,2025-10-21 10:25:37,S1002,C00244,P2023,Marketplace,Tarjeta,Promo 10%,3,529.75,0.0,1589.25,206.6,1382.65,346.8,1
2025-001683,2025-01-01 06:26:31,S1035,C00039,P2151,Web,Financiamiento,Cyber Week,1,221.55,0.1,221.55,33.23,188.32,116.51,0
2025-001684,2025-08-06 03:33:49,S1045,C00537,P2041,Web,Efectivo,2x1,1,41.87,0.1,41.87,5.44,36.43,34.06,0
2025-001685,2025-04-19 05:59:33,S1004,C00302,P2026,Call Center,Efectivo,2x1,3,367.94,0.2,1103.82,143.5,960.32,230.43,0
2025-001686,2025-04-06 01:08:44,S1033,C00506,P2030,Tienda,Financiamiento,2x1,3,514.37,0.05,1543.11,231.47,1311.64,418.38,0
2025-001687,2025-08-26 14:08:25,S1025,C00346,P2144,Call Center,Efectivo,Cyber Week,5,231.62,0.15,1158.1,173.71,984.39,177.43,0
2025-001688,2025-06-06 12:35:21,S1014,C00254,P2156,Call Center,Financiamiento,Promo 10%,1,81.43,0.0,81.43,9.77,71.66,55.02,0
2025-001689,2025-10-04 11:06:45,S1018,C00330,P2100,Tienda,Efectivo,Promo 10%,2,571.97,0.0,1143.94,137.27,1006.67,422.9,0
2025-001690,2025-05-18 05:19:04,S1020,C00601,P2117,Marketplace,Transferencia,Cyber Week,2,84.2,0.0,168.4,25.26,143.14,41.82,0
2025-001691,2025-12-23 17:38:14,S1010,C00051,P2066,Tienda,Efectivo,Cyber Week,3,524.71,0.0,1574.13,188.9,1385.23,297.19,0
2025-001692,2025-11-15 00:01:47,S1044,C00750,P2068,Marketplace,Tarjeta,Promo 10%,1,246.4,0.0,246.4,32.03,214.37,122.46,0
2025-001693,2025-03-17 23:01:53,S1015,C00319,P2122,Marketplace,Financiamiento,2x1,1,545.3,0.2,545.3,65.44,479.86,324.38,0
2025-001694,2025-04-19 07:42:23,S1030,C00407,P2160,Web,Financiamiento,Sin Promo,4,731.0,0.1,2924.0,438.6,2485.4,418.28,0
2025-001695,2025-07-23 07:12:15,S1011,C00694,P2088,Marketplace,Efectivo,Promo 15%,2,571.92,0.0,1143.84,137.26,1006.58,308.2,1
2025-001696,2025-10-21 14:29:31,S1038,C00292,P2066,Web,Tarjeta,Sin Promo,3,446.0,0.15,1338.0,173.94,1164.06,297.19,0
2025-001697,2025-04-14 06:21:35,S1027,C00141,P2088,Marketplace,Transferencia,Promo 10%,1,571.92,0.0,571.92,85.79,486.13,308.2,0
2025-001698,2025-10-24 12:53:58,S1027,C00382,P2096,Tienda,Billetera Digital,Cyber Week,1,508.8,0.2,508.8,76.32,432.48,369.96,0
2025-001699,2025-09-21 11:03:13,S1014,C00778,P2027,Call Center,Efectivo,2x1,4,298.56,0.1,1194.24,143.31,1050.93,230.42,0
2025-001700,2025-08-08 03:13:33,S1023,C00224,P2033,Tienda,Transferencia,Cyber Week,1,64.29,0.2,64.29,9.64,54.65,61.26,0
2025-001701,2025-11-21 16:54:54,S1014,C00573,P2058,Call Center,Transferencia,Sin Promo,2,465.91,0.0,931.82,111.82,820.0,324.41,0
2025-001702,2025-12-29 11:06:30,S1032,C00027,P2019,Web,Transferencia,Promo 15%,1,400.58,0.15,400.58,60.09,340.49,283.84,0
2025-001703,2025-03-21 14:19:45,S1020,C00149,P2046,Tienda,Billetera Digital,Promo 10%,1,290.06,0.2,290.06,43.51,246.55,192.92,0
2025-001704,2025-04-16 14:39:16,S1020,C00300,P2109,Web,Financiamiento,Black Friday,2,166.62,0.2,333.24,49.99,283.25,141.94,0
2025-001705,2025-08-22 17:21:33,S1005,C00166,P2128,Call Center,Efectivo,Sin Promo,3,445.91,0.2,1337.73,173.9,1163.83,269.57,1
2025-001706,2025-04-26 06:26:21,S1007,C00304,P2124,Marketplace,Efectivo,Black Friday,2,428.12,0.1,856.24,111.31,744.93,351.18,1
2025-001707,2025-05-05 05:27:53,S1035,C00051,P2043,Tienda,Financiamiento,Cyber Week,6,313.61,0.0,1881.66,282.25,1599.41,244.5,0
2025-001708,2025-10-09 14:59:54,S1027,C00646,P2048,Web,Billetera Digital,2x1,1,320.16,0.0,320.16,48.02,272.14,183.57,0
2025-001709,2025-01-03 07:46:49,S1033,C00307,P2144,Tienda,Financiamiento,Promo 10%,1,272.5,0.0,272.5,40.88,231.62,177.43,0
2025-001710,2025-07-25 07:27:44,S1003,C00529,P2019,Marketplace,Financiamiento,Promo 10%,3,471.27,0.0,1413.81,183.8,1230.01,283.84,0
2025-001711,2025-07-01 11:31:30,S1034,C00287,P2052,Web,Tarjeta,Promo 15%,4,85.22,0.1,340.88,51.13,289.75,47.67,0
2025-001712,2025-09-24 13:58:57,S1029,C00303,P2053,Call Center,Financiamiento,2x1,1,934.5,0.0,934.5,140.17,794.33,436.17,0
2025-001713,2025-09-18 02:14:16,S1035,C00477,P2025,Marketplace,Tarjeta,Promo 15%,2,531.42,0.2,1062.84,159.43,903.41,394.63,0
2025-001714,2025-04-28 16:27:30,S1037,C00766,P2026,Web,Billetera Digital,Sin Promo,1,390.93,0.15,390.93,50.82,340.11,230.43,1
2025-001715,2025-07-12 08:36:17,S1006,C00452,P2038,Call Center,Billetera Digital,Sin Promo,1,118.96,0.15,118.96,15.46,103.5,104.22,0
2025-001716,2025-04-28 21:04:43,S1006,C00705,P2017,Call Center,Financiamiento,Cyber Week,1,280.3,0.0,280.3,36.44,243.86,182.13,0
2025-001717,2025-02-14 07:54:50,S1025,C00236,P2048,Web,Transferencia,Promo 15%,2,272.14,0.15,544.28,81.64,462.64,183.57,0
2025-001718,2025-03-24 22:45:06,S1007,C00267,P2012,Marketplace,Transferencia,2x1,6,788.33,0.0,4729.98,614.9,4115.08,363.05,0
2025-001719,2025-08-01 14:50:16,S1031,C00567,P2046,Call Center,Transferencia,Promo 15%,5,290.06,0.2,1450.3,217.54,1232.76,192.92,0
2025-001720,2025-02-16 16:54:56,S1041,C00666,P2087,Marketplace,Transferencia,Sin Promo,4,323.78,0.0,1295.12,168.37,1126.75,166.63,0
2025-001721,2025-01-25 05:26:29,S1001,C00729,P2074,Marketplace,Billetera Digital,Promo 15%,3,281.27,0.0,843.81,109.7,734.11,138.92,0
2025-001722,2025-02-26 11:20:27,S1034,C00761,P2075,Call Center,Billetera Digital,Promo 15%,1,551.05,0.05,551.05,82.66,468.39,301.87,0
2025-001723,2025-04-09 04:54:59,S1023,C00349,P2148,Tienda,Tarjeta,Sin Promo,1,674.81,0.0,674.81,101.22,573.59,390.62,1
2025-001724,2025-07-21 23:24:10,S1021,C00268,P2146,Web,Efectivo,Sin Promo,1,249.01,0.2,249.01,37.35,211.66,242.22,0
2025-001725,2025-04-28 05:55:13,S1015,C00693,P2134,Marketplace,Efectivo,Promo 15%,1,241.56,0.0,241.56,28.99,212.57,153.79,0
2025-001726,2025-02-06 10:08:49,S1023,C00301,P2052,Tienda,Financiamiento,Black Friday,2,89.96,0.05,179.92,26.99,152.93,47.67,0
2025-001727,2025-11-20 07:23:01,S1003,C00516,P2097,Web,Billetera Digital,Black Friday,1,469.02,0.1,469.02,60.97,408.05,298.37,0
2025-001728,2025-07-09 07:19:10,S1031,C00462,P2019,Tienda,Financiamiento,Sin Promo,1,377.02,0.2,377.02,56.55,320.47,283.84,0
2025-001729,2025-03-27 00:34:37,S1026,C00739,P2084,Marketplace,Billetera Digital,Promo 15%,3,10.35,0.05,31.05,4.66,26.39,8.31,0
2025-001730,2025-01-29 16:42:32,S1015,C00593,P2031,Tienda,Tarjeta,Cyber Week,1,183.24,0.1,183.24,21.99,161.25,111.43,0
2025-001731,2025-03-17 14:42:20,S1011,C00744,P2131,Call Center,Tarjeta,Cyber Week,1,196.93,0.0,196.93,23.63,173.3,119.6,0
2025-001732,2025-03-13 05:58:41,S1008,C00576,P2122,Tienda,Financiamiento,Black Friday,3,681.62,0.0,2044.86,265.83,1779.03,324.38,0
2025-001733,2025-09-25 13:21:49,S1022,C00768,P2028,Call Center,Efectivo,Promo 10%,1,598.19,0.0,598.19,89.73,508.46,344.08,0
2025-001734,2025-02-20 13:21:23,S1044,C00345,P2033,Web,Financiamiento,2x1,1,72.32,0.1,72.32,9.4,62.92,61.26,1
2025-001735,2025-06-10 04:09:10,S1040,C00696,P2023,Web,Transferencia,Sin Promo,1,529.75,0.0,529.75,68.87,460.88,346.8,0
2025-001736,2025-09-21 14:36:10,S1009,C00459,P2142,Marketplace,Financiamiento,Promo 10%,2,493.89,0.0,987.78,128.41,859.37,331.65,0
2025-001737,2025-08-11 11:52:49,S1033,C00748,P2001,Tienda,Efectivo,Black Friday,1,81.45,0.15,81.45,12.22,69.23,59.67,0
2025-001738,2025-04-21 12:29:24,S1027,C00126,P2143,Call Center,Transferencia,Promo 10%,1,157.9,0.1,157.9,23.68,134.22,101.86,0
2025-001739,2025-06-05 03:14:33,S1018,C00540,P2022,Tienda,Tarjeta,2x1,2,359.94,0.2,719.88,86.39,633.49,325.44,0
2025-001740,2025-11-08 06:41:09,S1004,C00301,P2139,Call Center,Tarjeta,Promo 15%,1,16.22,0.2,16.22,2.11,14.11,12.71,0
2025-001741,2025-02-09 19:46:12,S1028,C00312,P2079,Call Center,Tarjeta,Cyber Week,1,249.59,0.0,249.59,37.44,212.15,156.92,0
2025-001742,2025-03-21 02:04:05,S1011,C00333,P2085,Tienda,Tarjeta,2x1,4,26.37,0.15,105.48,12.66,92.82,20.07,0
2025-001743,2025-06-15 11:00:22,S1015,C00350,P2145,Web,Billetera Digital,Promo 15%,2,94.41,0.2,188.82,22.66,166.16,77.61,0
2025-001744,2025-07-14 03:11:47,S1031,C00253,P2117,Tienda,Billetera Digital,Black Friday,2,75.78,0.1,151.56,22.73,128.83,41.82,0
2025-001745,2025-09-14 16:39:50,S1022,C00200,P2094,Marketplace,Financiamiento,2x1,1,700.79,0.0,700.79,105.12,595.67,392.99,1
2025-001746,2025-11-23 05:48:02,S1012,C00587,P2001,Web,Tarjeta,Promo 10%,1,95.82,0.0,95.82,11.5,84.32,59.67,0
2025-001747,2025-11-04 02:32:13,S1038,C00667,P2159,Call Center,Billetera Digital,Black Friday,1,608.84,0.05,608.84,79.15,529.69,434.27,0
2025-001748,2025-09-01 12:09:15,S1012,,P2152,Call Center,Financiamiento,Cyber Week,2,424.58,0.15,849.16,101.9,747.26,338.06,0
2025-001749,2025-06-27 16:37:38,S1014,C00597,P2018,Call Center,Efectivo,Sin Promo,1,391.86,0.0,391.86,47.02,344.84,224.11,1
2025-001750,2025-01-06 09:14:00,S1013,C00069,P2060,Tienda,Financiamiento,Cyber Week,2,364.09,0.05,728.18,87.38,640.8,245.82,0
2025-001751,2025-03-27 14:53:51,S1021,C00466,P2006,Web,Transferencia,Black Friday,3,402.01,0.0,1206.03,180.9,1025.13,287.52,0
2025-001752,2025-09-06 04:45:13,S1042,C00176,P2078,Call Center,Billetera Digital,Promo 10%,1,165.66,0.0,165.66,21.54,144.12,125.47,0
2025-001753,2025-09-14 04:39:43,S1023,C00708,P2049,Tienda,Transferencia,Promo 15%,1,158.27,0.0,158.27,23.74,134.53,89.45,0
2025-001754,2025-01-18 03:13:53,S1015,C00650,P2070,Marketplace,Efectivo,Black Friday,1,491.83,0.2,491.83,59.02,432.81,281.04,0
2025-001755,2025-04-17 04:03:06,S1044,C00096,P2100,Web,Transferencia,Black Friday,4,514.77,0.1,2059.08,267.68,1791.4,422.9,0
2025-001756,2025-12-03 11:10:58,S1042,C00603,P2070,Call Center,Billetera Digital,2x1,5,584.05,0.05,2920.25,379.63,2540.62,281.04,1
2025-001757,2025-05-05 10:00:53,S1032,C00720,P2113,Web,Tarjeta,Black Friday,3,282.77,0.05,848.31,127.25,721.06,139.53,0
2025-001758,2025-06-21 19:26:03,S1002,C00799,P2085,Web,Tarjeta,Sin Promo,2,27.92,0.1,55.84,7.26,48.58,20.07,0
2025-001759,2025-08-11 18:15:39,S1012,,P2016,Marketplace,Tarjeta,Black Friday,2,163.96,0.05,327.92,39.35,288.57,121.18,1
2025-001760,2025-05-14 04:23:01,S1014,C00598,P2002,Marketplace,Efectivo,2x1,2,246.64,0.15,493.28,59.19,434.09,134.76,1
2025-001761,2025-03-31 16:28:25,S1024,C00738,P2116,Web,Tarjeta,Promo 10%,3,743.9,0.0,2231.7,334.75,1896.95,358.01,0
2025-001762,2025-02-22 10:51:46,S1015,C00618,P2079,Tienda,Billetera Digital,Promo 10%,1,212.15,0.15,212.15,25.46,186.69,156.92,0
2025-001763,2025-04-05 16:41:43,S1008,C00024,P2062,Marketplace,Tarjeta,2x1,2,111.89,0.0,223.78,29.09,194.69,74.21,0
2025-001764,2025-11-30 02:17:38,S1023,C00464,P2092,Marketplace,Financiamiento,Black Friday,1,802.49,0.0,802.49,120.37,682.12,416.32,0
2025-001765,2025-01-23 22:47:15,S1029,C00054,P2066,Tienda,Billetera Digital,2x1,2,524.71,0.0,1049.42,157.41,892.01,297.19,0
2025-001766,2025-11-29 14:56:56,S1015,C00622,P2106,Call Center,Financiamiento,Sin Promo,4,461.42,0.0,1845.68,221.48,1624.2,310.34,0
2025-001767,2025-10-22 15:11:43,S1045,C00085,P2067,Tienda,Transferencia,Promo 15%,1,582.45,0.0,582.45,75.72,506.73,420.88,0
2025-001768,2025-09-17 03:18:19,S1024,C00796,P2034,Marketplace,Efectivo,Cyber Week,1,223.51,0.15,223.51,33.53,189.98,122.22,0
2025-001769,2025-08-21 23:55:31,S1032,C00643,P2001,Web,Efectivo,2x1,1,95.82,0.0,95.82,14.37,81.45,59.67,0
2025-001770,2025-03-22 15:43:03,S1006,C00745,P2106,Web,Financiamiento,2x1,3,461.42,0.0,1384.26,179.95,1204.31,310.34,0
2025-001771,2025-01-03 01:11:01,S1039,C00005,P2052,Tienda,Financiamiento,2x1,2,94.69,0.0,189.38,24.62,164.76,47.67,0
2025-001772,2025-06-28 15:46:29,S1043,C00393,P2031,Web,Tarjeta,Sin Promo,3,203.6,0.0,610.8,79.4,531.4,111.43,0
2025-001773,2025-01-09 02:28:54,S1043,C00552,P2039,Marketplace,Transferencia,Black Friday,2,429.3,0.1,858.6,111.62,746.98,251.05,0
2025-001774,2025-09-08 14:08:36,S1036,C00196,P2024,Call Center,Financiamiento,2x1,1,316.27,0.0,316.27,47.44,268.83,197.91,0
2025-001775,2025-05-19 21:49:43,S1012,C00704,P2159,Call Center,Financiamiento,Black Friday,3,640.88,0.0,1922.64,230.72,1691.92,434.27,0
2025-001776,2025-06-19 17:38:10,S1018,C00666,P2045,Marketplace,Tarjeta,Promo 10%,1,62.02,0.1,62.02,7.44,54.58,46.07,1
2025-001777,2025-06-27 04:03:43,S1032,C00255,P2055,Tienda,Financiamiento,Cyber Week,2,140.77,0.0,281.54,42.23,239.31,77.43,0
2025-001778,2025-09-10 20:22:53,S1038,C00282,P2087,Marketplace,Efectivo,Promo 15%,2,259.02,0.2,518.04,67.35,450.69,166.63,1
2025-001779,2025-07-20 08:54:30,S1006,C00501,P2043,Tienda,Tarjeta,Promo 10%,4,313.61,0.0,1254.44,163.08,1091.36,244.5,0
2025-001780,2025-07-04 01:15:51,S1027,C00375,P2092,Tienda,Transferencia,Cyber Week,1,802.49,0.0,802.49,120.37,682.12,416.32,0
2025-001781,2025-10-14 21:50:39,S1011,C00538,P2125,Call Center,Efectivo,Cyber Week,3,344.65,0.0,1033.95,124.07,909.88,235.01,0
2025-001782,2025-06-30 06:51:34,S1029,C00302,P2048,Web,Tarjeta,Promo 15%,2,272.14,0.15,544.28,81.64,462.64,183.57,0
2025-001783,2025-08-19 00:36:24,S1001,C00769,P2028,Web,Billetera Digital,Cyber Week,1,478.55,0.2,478.55,62.21,416.34,344.08,0
2025-001784,2025-04-20 21:14:03,S1013,C00010,P2122,Web,Financiamiento,Cyber Week,1,681.62,0.0,681.62,81.79,599.83,324.38,0
2025-001785,2025-05-10 16:50:31,S1038,C00755,P2036,Web,Tarjeta,Promo 10%,1,259.77,0.1,259.77,33.77,226.0,143.03,0
2025-001786,2025-09-08 23:43:21,S1033,C00556,P2049,Call Center,Transferencia,Cyber Week,2,150.36,0.05,300.72,45.11,255.61,89.45,0
2025-001787,2025-01-21 04:09:46,S1012,C00128,P2023,Tienda,Billetera Digital,Cyber Week,2,529.75,0.0,1059.5,127.14,932.36,346.8,0
2025-001788,2025-05-17 13:07:53,S1035,C00040,P2100,Call Center,Transferencia,Promo 10%,3,571.97,0.0,1715.91,257.39,1458.52,422.9,1
2025-001789,2025-05-05 05:46:09,S1008,C00380,P2023,Tienda,Efectivo,Cyber Week,1,423.8,0.2,423.8,55.09,368.71,346.8,0
2025-001790,2025-08-11 04:21:06,S1038,C00095,P2051,Web,Financiamiento,Promo 15%,1,855.46,0.0,855.46,111.21,744.25,394.02,0
2025-001791,2025-08-11 02:50:07,S1026,C00446,P2074,Tienda,Transferencia,Black Friday,1,225.02,0.2,225.02,33.75,191.27,138.92,0
2025-001792,2025-02-23 12:30:19,S1001,C00333,P2155,Web,Billetera Digital,Cyber Week,2,125.86,0.2,251.72,32.72,219.0,71.96,0
2025-001793,2025-04-12 10:57:13,S1042,C00771,P2117,Call Center,Financiamiento,Promo 15%,1,79.99,0.05,79.99,10.4,69.59,41.82,0
2025-001794,2025-05-12 11:51:09,S1008,C00298,P2095,Marketplace,Financiamiento,Cyber Week,2,729.93,0.0,1459.86,189.78,1270.08,368.2,0
2025-001795,2025-02-02 15:45:12,S1008,C00198,P2040,Tienda,Transferencia,2x1,3,59.49,0.0,178.47,23.2,155.27,35.66,0
2025-001796,2025-11-29 10:52:06,S1018,C00779,P2074,Marketplace,Billetera Digital,Promo 10%,1,267.21,0.05,267.21,32.07,235.14,138.92,0
2025-001797,2025-03-21 22:59:27,S1005,C00467,P2075,Marketplace,Efectivo,Black Friday,3,580.05,0.0,1740.15,226.22,1513.93,301.87,1
2025-001798,2025-01-01 00:12:18,S1002,C00600,P2039,Call Center,Financiamiento,2x1,1,477.0,0.0,477.0,62.01,414.99,251.05,0
2025-001799,2025-12-09 00:28:55,S1030,C00320,P2156,Call Center,Tarjeta,Black Friday,1,81.43,0.0,81.43,12.21,69.22,55.02,0
2025-001800,2025-08-05 14:46:15,S1015,C00632,P2109,Web,Financiamiento,Promo 15%,2,166.62,0.2,333.24,39.99,293.25,141.94,0
2025-001801,2025-11-05 12:14:25,S1012,C00614,P2107,Web,Transferencia,Promo 10%,1,273.7,0.15,273.7,32.84,240.86,196.36,1
2025-001802,2025-01-17 06:43:11,S1013,,P2040,Tienda,Billetera Digital,Sin Promo,1,56.52,0.05,56.52,6.78,49.74,35.66,1
2025-001803,2025-04-01 05:15:18,S1026,C00419,P2071,Call Center,Financiamiento,Black Friday,3,386.86,0.2,1160.58,174.09,986.49,243.78,0
2025-001804,2025-10-02 06:15:35,S1044,C00364,P2079,Web,Tarjeta,Cyber Week,3,249.59,0.0,748.77,97.34,651.43,156.92,0
2025-001805,2025-04-18 17:39:54,S1024,C00388,P2005,Call Center,Tarjeta,Promo 10%,4,545.93,0.0,2183.72,327.56,1856.16,390.45,0
2025-001806,2025-05-03 07:17:28,S1028,C00217,P2012,Web,Efectivo,Promo 10%,1,748.91,0.05,748.91,112.34,636.57,363.05,0
2025-001807,2025-04-12 08:09:07,S1041,C00754,P2016,Web,Billetera Digital,Promo 10%,3,155.33,0.1,465.99,60.58,405.41,121.18,0
2025-001808,2025-12-06 19:25:13,S1033,C00156,P2083,Marketplace,Efectivo,Black Friday,1,471.08,0.1,471.08,70.66,400.42,334.59,0
2025-001809,2025-07-26 02:02:12,S1023,C00265,P2049,Tienda,Transferencia,Black Friday,3,158.27,0.0,474.81,71.22,403.59,89.45,0
2025-001810,2025-01-25 05:21:40,S1016,C00503,P2054,Web,Efectivo,Cyber Week,3,463.28,0.0,1389.84,166.78,1223.06,220.6,0
